,연도,날짜,시간,연휴,추석기준,연휴길이,출발지,도착지,소요시간(분),요일,구분
379,2019,2019-09-12,1.0,추석,D-1,3.0,서울,부산,368.961,목,연휴
380,2019,2019-09-12,2.0,추석,D-1,3.0,서울,부산,355.9665,목,연휴
381,2019,2019-09-12,3.0,추석,D-1,3.0,서울,부산,365.2915,목,연휴
382,2019,2019-09-12,4.0,추석,D-1,3.0,서울,부산,476.1716666666666,목,연휴
383,2019,2019-09-12,5.0,추석,D-1,3.0,서울,부산,481.954,목,연휴
384,2019,2019-09-12,6.0,추석,D-1,3.0,서울,부산,496.029,목,연휴
385,2019,2019-09-12,7.0,추석,D-1,3.0,서울,부산,468.4665,목,연휴
386,2019,2019-09-12,8.0,추석,D-1,3.0,서울,부산,478.3276666666666,목,연휴
387,2019,2019-09-12,9.0,추석,D-1,3.0,서울,부산,470.7495,목,연휴
388,2019,2019-09-12,10.0,추석,D-1,3.0,서울,부산,475.9745,목,연휴
389,2019,2019-09-12,11.0,추석,D-1,3.0,서울,부산,501.761,목,연휴
390,2019,2019-09-12,12.0,추석,D-1,3.0,서울,부산,471.191,목,연휴
391,2019,2019-09-12,13.0,추석,D-1,3.0,서울,부산,471.4415,목,연휴
392,2019,2019-09-12,14.0,추석,D-1,3.0,서울,부산,498.5164,목,연휴
393,2019,2019-09-12,15.0,추석,D-1,3.0,서울,부산,511.0165,목,연휴
394,2019,2019-09-12,16.0,추석,D-1,3.0,서울,부산,496.154,목,연휴
395,2019,2019-09-12,17.0,추석,D-1,3.0,서울,부산,466.991,목,연휴
396,2019,2019-09-12,18.0,추석,D-1,3.0,서울,부산,483.63833333333326,목,연휴
397,2019,2019-09-12,19.0,추석,D-1,3.0,서울,부산,453.372,목,연휴
398,2019,2019-09-12,20.0,추석,D-1,3.0,서울,부산,390.0,목,연휴
399,2019,2019-09-12,21.0,추석,D-1,3.0,서울,부산,393.5553333333333,목,연휴
400,2019,2019-09-12,22.0,추석,D-1,3.0,서울,부산,382.1165,목,연휴
401,2019,2019-09-12,23.0,추석,D-1,3.0,서울,부산,372.341,목,연휴
402,2019,2019-09-15,0.0,추석,D+2,6.0,서울,부산,285.675,일,주말
403,2019,2019-09-15,1.0,추석,D+2,6.0,서울,부산,286.0165,일,주말
404,2019,2019-09-15,2.0,추석,D+2,6.0,서울,부산,284.908,일,주말
405,2019,2019-09-15,3.0,추석,D+2,6.0,서울,부산,276.7745,일,주말
406,2019,2019-09-15,4.0,추석,D+2,6.0,서울,부산,293.4,일,주말
407,2019,2019-09-15,8.0,추석,D+2,6.0,서울,부산,224.483,일,주말
408,2019,2019-09-15,9.0,추석,D+2,6.0,서울,부산,240.133,일,주말
409,2019,2019-09-15,10.0,추석,D+2,6.0,서울,부산,246.8,일,주말
410,2019,2019-09-15,11.0,추석,D+2,6.0,서울,부산,228.666,일,주말
411,2019,2019-09-15,12.0,추석,D+2,6.0,서울,부산,240.8665,일,주말
412,2019,2019-09-15,13.0,추석,D+2,6.0,서울,부산,249.041,일,주말
413,2019,2019-09-15,14.0,추석,D+2,6.0,서울,부산,256.475,일,주말
414,2019,2019-09-15,15.0,추석,D+2,6.0,서울,부산,256.116,일,주말
415,2019,2019-09-15,16.0,추석,D+2,6.0,서울,부산,262.6165,일,주말
416,2019,2019-09-15,17.0,추석,D+2,6.0,서울,부산,265.9495,일,주말
417,2019,2019-09-15,18.0,추석,D+2,6.0,서울,부산,263.1716666666666,일,주말
418,2019,2019-09-15,19.0,추석,D+2,6.0,서울,부산,264.25,일,주말
419,2019,2019-09-15,20.0,추석,D+2,6.0,서울,부산,263.133,일,주말
420,2019,2019-09-15,21.0,추석,D+2,6.0,서울,부산,257.7,일,주말
421,2019,2019-09-15,22.0,추석,D+2,6.0,서울,부산,261.833,일,주말
422,2019,2019-09-15,23.0,추석,D+2,6.0,서울,부산,265.341,일,주말
423,2019,2019-09-16,0.0,추석,D+3,7.0,서울,부산,267.433,월,평일
424,2019,2019-09-16,1.0,추석,D+3,7.0,서울,부산,242.4995,월,평일
425,2019,2019-09-16,2.0,추석,D+3,7.0,서울,부산,260.483,월,평일
426,2019,2019-09-16,3.0,추석,D+3,7.0,서울,부산,257.983,월,평일
427,2019,2019-09-16,4.0,추석,D+3,7.0,서울,부산,254.3,월,평일
428,2019,2019-09-16,5.0,추석,D+3,7.0,서울,부산,265.233,월,평일
429,2019,2019-09-16,6.0,추석,D+3,7.0,서울,부산,276.2915,월,평일
430,2019,2019-09-16,7.0,추석,D+3,7.0,서울,부산,257.983,월,평일
431,2019,2019-09-16,8.0,추석,D+3,7.0,서울,부산,300.416,월,평일
432,2019,2019-09-16,9.0,추석,D+3,7.0,서울,부산,279.733,월,평일
433,2019,2019-09-16,10.0,추석,D+3,7.0,서울,부산,275.6245,월,평일
434,2019,2019-09-16,11.0,추석,D+3,7.0,서울,부산,289.9,월,평일
435,2019,2019-09-16,12.0,추석,D+3,7.0,서울,부산,269.3165,월,평일
436,2019,2019-09-16,13.0,추석,D+3,7.0,서울,부산,274.011,월,평일
437,2019,2019-09-16,14.0,추석,D+3,7.0,서울,부산,268.544,월,평일
438,2019,2019-09-16,15.0,추석,D+3,7.0,서울,부산,271.5495,월,평일
439,2019,2019-09-16,16.0,추석,D+3,7.0,서울,부산,264.058,월,평일
440,2019,2019-09-16,17.0,추석,D+3,7.0,서울,부산,265.9995,월,평일
441,2019,2019-09-16,18.0,추석,D+3,7.0,서울,부산,272.14975,월,평일
442,2019,2019-09-16,19.0,추석,D+3,7.0,서울,부산,262.022,월,평일
443,2019,2019-09-16,20.0,추석,D+3,7.0,서울,부산,264.2915,월,평일
444,2019,2019-09-16,21.0,추석,D+3,7.0,서울,부산,273.966,월,평일
445,2019,2019-09-16,22.0,추석,D+3,7.0,서울,부산,279.0,월,평일
446,2019,2019-09-16,23.0,추석,D+3,7.0,서울,부산,254.35,월,평일
447,2020,2020-09-28,0.0,추석,D-3,1.0,서울,부산,240.916,월,평일
448,2020,2020-09-28,4.0,추석,D-3,1.0,서울,부산,203.716,월,평일
449,2020,2020-09-28,5.0,추석,D-3,1.0,서울,부산,209.783,월,평일
450,2020,2020-09-28,6.0,추석,D-3,1.0,서울,부산,219.366,월,평일
451,2020,2020-09-28,7.0,추석,D-3,1.0,서울,부산,231.258,월,평일
452,2020,2020-09-28,8.0,추석,D-3,1.0,서울,부산,231.5165,월,평일
453,2020,2020-09-28,9.0,추석,D-3,1.0,서울,부산,235.2995,월,평일
454,2020,2020-09-28,10.0,추석,D-3,1.0,서울,부산,235.866,월,평일
455,2020,2020-09-28,11.0,추석,D-3,1.0,서울,부산,234.4665,월,평일
456,2020,2020-09-28,12.0,추석,D-3,1.0,서울,부산,252.5245,월,평일
457,2020,2020-09-28,13.0,추석,D-3,1.0,서울,부산,257.1995,월,평일
458,2020,2020-09-28,14.0,추석,D-3,1.0,서울,부산,253.9915,월,평일
459,2020,2020-09-28,15.0,추석,D-3,1.0,서울,부산,254.3165,월,평일
460,2020,2020-09-28,16.0,추석,D-3,1.0,서울,부산,254.0245,월,평일
461,2020,2020-09-28,17.0,추석,D-3,1.0,서울,부산,268.1273333333333,월,평일
462,2020,2020-09-28,18.0,추석,D-3,1.0,서울,부산,249.375,월,평일
463,2020,2020-09-28,19.0,추석,D-3,1.0,서울,부산,250.308,월,평일
464,2020,2020-09-28,20.0,추석,D-3,1.0,서울,부산,249.9495,월,평일
465,2020,2020-09-28,21.0,추석,D-3,1.0,서울,부산,251.816,월,평일
466,2020,2020-09-28,22.0,추석,D-3,1.0,서울,부산,278.858,월,평일
467,2020,2020-09-28,23.0,추석,D-3,1.0,서울,부산,247.05,월,평일
468,2020,2020-09-29,0.0,추석,D-2,2.0,서울,부산,252.0915,화,평일
469,2020,2020-09-29,1.0,추석,D-2,2.0,서울,부산,248.858,화,평일
470,2020,2020-09-29,2.0,추석,D-2,2.0,서울,부산,245.733,화,평일
471,2020,2020-09-29,3.0,추석,D-2,2.0,서울,부산,250.6495,화,평일
472,2020,2020-09-29,4.0,추석,D-2,2.0,서울,부산,249.808,화,평일
473,2020,2020-09-29,5.0,추석,D-2,2.0,서울,부산,255.2745,화,평일
474,2020,2020-09-29,6.0,추석,D-2,2.0,서울,부산,259.441,화,평일
475,2020,2020-09-29,7.0,추석,D-2,2.0,서울,부산,259.933,화,평일
476,2020,2020-09-29,8.0,추석,D-2,2.0,서울,부산,261.2745,화,평일
477,2020,2020-09-29,9.0,추석,D-2,2.0,서울,부산,266.058,화,평일
478,2020,2020-09-29,10.0,추석,D-2,2.0,서울,부산,270.083,화,평일
479,2020,2020-09-29,11.0,추석,D-2,2.0,서울,부산,288.572,화,평일
480,2020,2020-09-29,12.0,추석,D-2,2.0,서울,부산,278.2415,화,평일
481,2020,2020-09-29,13.0,추석,D-2,2.0,서울,부산,279.7995,화,평일
482,2020,2020-09-29,14.0,추석,D-2,2.0,서울,부산,295.9443333333333,화,평일
483,2020,2020-09-29,15.0,추석,D-2,2.0,서울,부산,296.633,화,평일
484,2020,2020-09-29,16.0,추석,D-2,2.0,서울,부산,308.958,화,평일
485,2020,2020-09-29,17.0,추석,D-2,2.0,서울,부산,310.17875,화,평일
486,2020,2020-09-29,18.0,추석,D-2,2.0,서울,부산,303.872,화,평일
487,2020,2020-09-29,19.0,추석,D-2,2.0,서울,부산,306.21625,화,평일
488,2020,2020-09-29,20.0,추석,D-2,2.0,서울,부산,316.8165,화,평일
489,2020,2020-09-29,21.0,추석,D-2,2.0,서울,부산,334.15,화,평일
490,2020,2020-09-29,22.0,추석,D-2,2.0,서울,부산,319.8495,화,평일
491,2020,2020-09-29,23.0,추석,D-2,2.0,서울,부산,302.9165,화,평일
492,2020,2020-09-30,0.0,추석,D-1,3.0,서울,부산,285.8665,수,연휴
493,2020,2020-09-30,1.0,추석,D-1,3.0,서울,부산,281.1995,수,연휴
494,2020,2020-09-30,2.0,추석,D-1,3.0,서울,부산,289.9495,수,연휴
495,2020,2020-09-30,3.0,추석,D-1,3.0,서울,부산,278.65,수,연휴
496,2020,2020-09-30,4.0,추석,D-1,3.0,서울,부산,271.4165,수,연휴
497,2020,2020-09-30,5.0,추석,D-1,3.0,서울,부산,277.008,수,연휴
498,2020,2020-09-30,6.0,추석,D-1,3.0,서울,부산,277.5495,수,연휴
499,2020,2020-09-30,7.0,추석,D-1,3.0,서울,부산,277.983,수,연휴
500,2020,2020-09-30,8.0,추석,D-1,3.0,서울,부산,287.8415,수,연휴
501,2020,2020-09-30,9.0,추석,D-1,3.0,서울,부산,297.891,수,연휴
502,2020,2020-09-30,10.0,추석,D-1,3.0,서울,부산,310.9915,수,연휴
503,2020,2020-09-30,11.0,추석,D-1,3.0,서울,부산,315.333,수,연휴
504,2020,2020-09-30,12.0,추석,D-1,3.0,서울,부산,316.00533333333334,수,연휴
505,2020,2020-09-30,13.0,추석,D-1,3.0,서울,부산,326.2995,수,연휴
506,2020,2020-09-30,14.0,추석,D-1,3.0,서울,부산,320.058,수,연휴
507,2020,2020-09-30,15.0,추석,D-1,3.0,서울,부산,320.3415,수,연휴
508,2020,2020-09-30,16.0,추석,D-1,3.0,서울,부산,313.6245,수,연휴
509,2020,2020-09-30,17.0,추석,D-1,3.0,서울,부산,309.758,수,연휴
510,2020,2020-09-30,18.0,추석,D-1,3.0,서울,부산,304.9443333333333,수,연휴
511,2020,2020-09-30,19.0,추석,D-1,3.0,서울,부산,288.4995,수,연휴
512,2020,2020-09-30,20.0,추석,D-1,3.0,서울,부산,267.258,수,연휴
513,2020,2020-09-30,21.0,추석,D-1,3.0,서울,부산,288.766,수,연휴
514,2020,2020-09-30,22.0,추석,D-1,3.0,서울,부산,279.483,수,연휴
515,2020,2020-09-30,23.0,추석,D-1,3.0,서울,부산,259.666,수,연휴
516,2020,2020-10-01,0.0,추석,D,4.0,서울,부산,262.4415,목,연휴
517,2020,2020-10-01,1.0,추석,D,4.0,서울,부산,258.6995,목,연휴
518,2020,2020-10-01,2.0,추석,D,4.0,서울,부산,252.0915,목,연휴
519,2020,2020-10-01,3.0,추석,D,4.0,서울,부산,250.033,목,연휴
520,2020,2020-10-01,4.0,추석,D,4.0,서울,부산,248.383,목,연휴
521,2020,2020-10-01,5.0,추석,D,4.0,서울,부산,263.216,목,연휴
522,2020,2020-10-01,6.0,추석,D,4.0,서울,부산,255.3415,목,연휴
523,2020,2020-10-01,7.0,추석,D,4.0,서울,부산,252.7495,목,연휴
524,2020,2020-10-01,8.0,추석,D,4.0,서울,부산,251.3745,목,연휴
525,2020,2020-10-01,9.0,추석,D,4.0,서울,부산,255.7915,목,연휴
526,2020,2020-10-01,10.0,추석,D,4.0,서울,부산,262.358,목,연휴
527,2020,2020-10-01,11.0,추석,D,4.0,서울,부산,268.3245,목,연휴
528,2020,2020-10-01,12.0,추석,D,4.0,서울,부산,271.325,목,연휴
529,2020,2020-10-01,13.0,추석,D,4.0,서울,부산,274.0165,목,연휴
530,2020,2020-10-01,14.0,추석,D,4.0,서울,부산,275.891,목,연휴
531,2020,2020-10-01,15.0,추석,D,4.0,서울,부산,279.733,목,연휴
532,2020,2020-10-01,16.0,추석,D,4.0,서울,부산,278.425,목,연휴
533,2020,2020-10-01,17.0,추석,D,4.0,서울,부산,280.658,목,연휴
534,2020,2020-10-01,18.0,추석,D,4.0,서울,부산,280.241,목,연휴
535,2020,2020-10-01,19.0,추석,D,4.0,서울,부산,271.8165,목,연휴
536,2020,2020-10-01,20.0,추석,D,4.0,서울,부산,261.975,목,연휴
537,2020,2020-10-01,21.0,추석,D,4.0,서울,부산,278.45,목,연휴
538,2020,2020-10-01,22.0,추석,D,4.0,서울,부산,260.733,목,연휴
539,2020,2020-10-01,23.0,추석,D,4.0,서울,부산,243.966,목,연휴
540,2020,2020-10-02,0.0,추석,D+1,5.0,서울,부산,346.891,금,연휴
541,2020,2020-10-02,1.0,추석,D+1,5.0,서울,부산,304.875,금,연휴
542,2020,2020-10-02,2.0,추석,D+1,5.0,서울,부산,297.8165,금,연휴
543,2020,2020-10-02,3.0,추석,D+1,5.0,서울,부산,294.566,금,연휴
544,2020,2020-10-02,4.0,추석,D+1,5.0,서울,부산,278.808,금,연휴
545,2020,2020-10-02,5.0,추석,D+1,5.0,서울,부산,266.358,금,연휴
546,2020,2020-10-02,6.0,추석,D+1,5.0,서울,부산,266.205,금,연휴
547,2020,2020-10-02,7.0,추석,D+1,5.0,서울,부산,266.76666666666665,금,연휴
548,2020,2020-10-02,8.0,추석,D+1,5.0,서울,부산,261.8165,금,연휴
549,2020,2020-10-02,9.0,추석,D+1,5.0,서울,부산,262.808,금,연휴
550,2020,2020-10-02,10.0,추석,D+1,5.0,서울,부산,262.533,금,연휴
551,2020,2020-10-02,11.0,추석,D+1,5.0,서울,부산,266.8496666666666,금,연휴
552,2020,2020-10-02,12.0,추석,D+1,5.0,서울,부산,265.27166666666665,금,연휴
553,2020,2020-10-02,13.0,추석,D+1,5.0,서울,부산,260.325,금,연휴
554,2020,2020-10-02,14.0,추석,D+1,5.0,서울,부산,262.333,금,연휴
555,2020,2020-10-02,15.0,추석,D+1,5.0,서울,부산,264.125,금,연휴
556,2020,2020-10-02,16.0,추석,D+1,5.0,서울,부산,267.3415,금,연휴
557,2020,2020-10-02,17.0,추석,D+1,5.0,서울,부산,271.008,금,연휴
558,2020,2020-10-02,18.0,추석,D+1,5.0,서울,부산,268.391,금,연휴
559,2020,2020-10-02,19.0,추석,D+1,5.0,서울,부산,270.766,금,연휴
560,2020,2020-10-02,20.0,추석,D+1,5.0,서울,부산,268.65,금,연휴
561,2020,2020-10-02,21.0,추석,D+1,5.0,서울,부산,274.166,금,연휴
562,2020,2020-10-02,22.0,추석,D+1,5.0,서울,부산,260.216,금,연휴
563,2020,2020-10-03,1.0,추석,D+2,6.0,서울,부산,254.9995,토,연휴
564,2020,2020-10-03,2.0,추석,D+2,6.0,서울,부산,247.733,토,연휴
565,2020,2020-10-03,3.0,추석,D+2,6.0,서울,부산,263.741,토,연휴
566,2020,2020-10-03,4.0,추석,D+2,6.0,서울,부산,263.175,토,연휴
567,2020,2020-10-03,5.0,추석,D+2,6.0,서울,부산,262.608,토,연휴
568,2020,2020-10-03,6.0,추석,D+2,6.0,서울,부산,261.1495,토,연휴
569,2020,2020-10-03,7.0,추석,D+2,6.0,서울,부산,257.3495,토,연휴
570,2020,2020-10-03,8.0,추석,D+2,6.0,서울,부산,254.758,토,연휴
571,2020,2020-10-03,9.0,추석,D+2,6.0,서울,부산,253.5165,토,연휴
572,2020,2020-10-03,10.0,추석,D+2,6.0,서울,부산,254.633,토,연휴
573,2020,2020-10-03,11.0,추석,D+2,6.0,서울,부산,250.8245,토,연휴
574,2020,2020-10-03,12.0,추석,D+2,6.0,서울,부산,254.958,토,연휴
575,2020,2020-10-03,13.0,추석,D+2,6.0,서울,부산,255.4915,토,연휴
576,2020,2020-10-03,14.0,추석,D+2,6.0,서울,부산,252.2495,토,연휴
577,2020,2020-10-03,15.0,추석,D+2,6.0,서울,부산,252.625,토,연휴
578,2020,2020-10-03,16.0,추석,D+2,6.0,서울,부산,256.1245,토,연휴
579,2020,2020-10-03,17.0,추석,D+2,6.0,서울,부산,251.333,토,연휴
580,2020,2020-10-03,18.0,추석,D+2,6.0,서울,부산,240.554,토,연휴
581,2020,2020-10-03,19.0,추석,D+2,6.0,서울,부산,242.9773333333333,토,연휴
582,2020,2020-10-03,20.0,추석,D+2,6.0,서울,부산,250.066,토,연휴
583,2020,2020-10-03,21.0,추석,D+2,6.0,서울,부산,243.433,토,연휴
584,2020,2020-10-03,22.0,추석,D+2,6.0,서울,부산,233.18866666666665,토,연휴
585,2020,2020-10-03,23.0,추석,D+2,6.0,서울,부산,240.116,토,연휴
586,2020,2020-10-04,0.0,추석,D+3,7.0,서울,부산,345.433,일,주말
587,2020,2020-10-04,1.0,추석,D+3,7.0,서울,부산,298.25,일,주말
588,2020,2020-10-04,2.0,추석,D+3,7.0,서울,부산,318.633,일,주말
589,2020,2020-10-04,3.0,추석,D+3,7.0,서울,부산,339.0,일,주말
590,2020,2020-10-04,4.0,추석,D+3,7.0,서울,부산,259.2995,일,주말
591,2020,2020-10-04,5.0,추석,D+3,7.0,서울,부산,278.616,일,주말
592,2020,2020-10-04,6.0,추석,D+3,7.0,서울,부산,313.383,일,주말
593,2020,2020-10-04,7.0,추석,D+3,7.0,서울,부산,308.308,일,주말
594,2020,2020-10-04,8.0,추석,D+3,7.0,서울,부산,322.408,일,주말
595,2020,2020-10-04,9.0,추석,D+3,7.0,서울,부산,299.358,일,주말
596,2020,2020-10-04,10.0,추석,D+3,7.0,서울,부산,353.2165,일,주말
597,2020,2020-10-04,11.0,추석,D+3,7.0,서울,부산,325.2995,일,주말
598,2020,2020-10-04,12.0,추석,D+3,7.0,서울,부산,310.7745,일,주말
599,2020,2020-10-04,13.0,추석,D+3,7.0,서울,부산,296.258,일,주말
600,2020,2020-10-04,14.0,추석,D+3,7.0,서울,부산,280.233,일,주말
601,2020,2020-10-04,15.0,추석,D+3,7.0,서울,부산,279.9915,일,주말
602,2020,2020-10-04,16.0,추석,D+3,7.0,서울,부산,270.2915,일,주말
603,2020,2020-10-04,17.0,추석,D+3,7.0,서울,부산,266.2995,일,주말
604,2020,2020-10-04,18.0,추석,D+3,7.0,서울,부산,259.7915,일,주말
605,2020,2020-10-04,19.0,추석,D+3,7.0,서울,부산,284.6553333333333,일,주말
606,2020,2020-10-04,20.0,추석,D+3,7.0,서울,부산,273.183,일,주말
607,2020,2020-10-04,21.0,추석,D+3,7.0,서울,부산,265.833,일,주말
608,2020,2020-10-04,22.0,추석,D+3,7.0,서울,부산,266.183,일,주말
609,2020,2020-10-04,23.0,추석,D+3,7.0,서울,부산,260.45,일,주말
610,2021,2021-09-18,0.0,추석,D-3,1.0,서울,부산,257.0415,토,주말
611,2021,2021-09-18,1.0,추석,D-3,1.0,서울,부산,260.9995,토,주말
612,2021,2021-09-18,2.0,추석,D-3,1.0,서울,부산,259.4245,토,주말
613,2021,2021-09-18,3.0,추석,D-3,1.0,서울,부산,253.7415,토,주말
614,2021,2021-09-18,4.0,추석,D-3,1.0,서울,부산,254.716,토,주말
615,2021,2021-09-18,5.0,추석,D-3,1.0,서울,부산,262.1495,토,주말
616,2021,2021-09-18,6.0,추석,D-3,1.0,서울,부산,276.0745,토,주말
617,2021,2021-09-18,7.0,추석,D-3,1.0,서울,부산,294.591,토,주말
618,2021,2021-09-18,8.0,추석,D-3,1.0,서울,부산,292.133,토,주말
619,2021,2021-09-18,9.0,추석,D-3,1.0,서울,부산,302.983,토,주말
620,2021,2021-09-18,10.0,추석,D-3,1.0,서울,부산,322.025,토,주말
621,2021,2021-09-18,11.0,추석,D-3,1.0,서울,부산,348.4216666666666,토,주말
622,2021,2021-09-18,12.0,추석,D-3,1.0,서울,부산,345.41633333333334,토,주말
623,2021,2021-09-18,13.0,추석,D-3,1.0,서울,부산,352.6443333333333,토,주말
624,2021,2021-09-18,14.0,추석,D-3,1.0,서울,부산,358.8773333333333,토,주말
625,2021,2021-09-18,15.0,추석,D-3,1.0,서울,부산,359.2826666666666,토,주말
626,2021,2021-09-18,16.0,추석,D-3,1.0,서울,부산,345.61633333333333,토,주말
627,2021,2021-09-18,17.0,추석,D-3,1.0,서울,부산,353.78725,토,주말
628,2021,2021-09-18,18.0,추석,D-3,1.0,서울,부산,345.937,토,주말
629,2021,2021-09-18,19.0,추석,D-3,1.0,서울,부산,341.2163333333333,토,주말
630,2021,2021-09-18,20.0,추석,D-3,1.0,서울,부산,357.391,토,주말
631,2021,2021-09-18,21.0,추석,D-3,1.0,서울,부산,348.308,토,주말
632,2021,2021-09-18,22.0,추석,D-3,1.0,서울,부산,340.375,토,주말
633,2021,2021-09-18,23.0,추석,D-3,1.0,서울,부산,324.8245,토,주말
634,2021,2021-09-19,0.0,추석,D-2,2.0,서울,부산,290.9,일,주말
635,2021,2021-09-19,1.0,추석,D-2,2.0,서울,부산,277.3665,일,주말
636,2021,2021-09-19,2.0,추석,D-2,2.0,서울,부산,264.1216666666666,일,주말
637,2021,2021-09-19,3.0,추석,D-2,2.0,서울,부산,268.2663333333333,일,주말
638,2021,2021-09-19,4.0,추석,D-2,2.0,서울,부산,266.56066666666663,일,주말
639,2021,2021-09-19,5.0,추석,D-2,2.0,서울,부산,307.14966666666663,일,주말
640,2021,2021-09-19,6.0,추석,D-2,2.0,서울,부산,293.872,일,주말
641,2021,2021-09-19,7.0,추석,D-2,2.0,서울,부산,289.944,일,주말
642,2021,2021-09-19,8.0,추석,D-2,2.0,서울,부산,293.35,일,주말
643,2021,2021-09-19,9.0,추석,D-2,2.0,서울,부산,300.8415,일,주말
644,2021,2021-09-19,10.0,추석,D-2,2.0,서울,부산,309.433,일,주말
645,2021,2021-09-19,11.0,추석,D-2,2.0,서울,부산,323.833,일,주말
646,2021,2021-09-19,12.0,추석,D-2,2.0,서울,부산,332.2495,일,주말
647,2021,2021-09-19,13.0,추석,D-2,2.0,서울,부산,343.5995,일,주말
648,2021,2021-09-19,14.0,추석,D-2,2.0,서울,부산,346.891,일,주말
649,2021,2021-09-19,15.0,추석,D-2,2.0,서울,부산,374.52166666666665,일,주말
650,2021,2021-09-19,16.0,추석,D-2,2.0,서울,부산,341.9665,일,주말
651,2021,2021-09-19,17.0,추석,D-2,2.0,서울,부산,341.8415,일,주말
652,2021,2021-09-19,18.0,추석,D-2,2.0,서울,부산,344.958,일,주말
653,2021,2021-09-19,19.0,추석,D-2,2.0,서울,부산,335.5915,일,주말
654,2021,2021-09-19,20.0,추석,D-2,2.0,서울,부산,368.25,일,주말
655,2021,2021-09-19,21.0,추석,D-2,2.0,서울,부산,345.466,일,주말
656,2021,2021-09-19,22.0,추석,D-2,2.0,서울,부산,381.3165,일,주말
657,2021,2021-09-19,23.0,추석,D-2,2.0,서울,부산,312.3,일,주말
658,2021,2021-09-20,0.0,추석,D-1,3.0,서울,부산,228.716,월,연휴
659,2021,2021-09-20,1.0,추석,D-1,3.0,서울,부산,240.875,월,연휴
660,2021,2021-09-20,2.0,추석,D-1,3.0,서울,부산,243.633,월,연휴
661,2021,2021-09-20,3.0,추석,D-1,3.0,서울,부산,242.0165,월,연휴
662,2021,2021-09-20,4.0,추석,D-1,3.0,서울,부산,254.07766666666663,월,연휴
663,2021,2021-09-20,5.0,추석,D-1,3.0,서울,부산,248.641,월,연휴
664,2021,2021-09-20,6.0,추석,D-1,3.0,서울,부산,251.1495,월,연휴
665,2021,2021-09-20,7.0,추석,D-1,3.0,서울,부산,255.8245,월,연휴
666,2021,2021-09-20,8.0,추석,D-1,3.0,서울,부산,261.233,월,연휴
667,2021,2021-09-20,9.0,추석,D-1,3.0,서울,부산,275.872,월,연휴
668,2021,2021-09-20,10.0,추석,D-1,3.0,서울,부산,288.558,월,연휴
669,2021,2021-09-20,11.0,추석,D-1,3.0,서울,부산,294.608,월,연휴
670,2021,2021-09-20,12.0,추석,D-1,3.0,서울,부산,296.066,월,연휴
671,2021,2021-09-20,13.0,추석,D-1,3.0,서울,부산,295.425,월,연휴
672,2021,2021-09-20,14.0,추석,D-1,3.0,서울,부산,296.583,월,연휴
673,2021,2021-09-20,15.0,추석,D-1,3.0,서울,부산,297.0495,월,연휴
674,2021,2021-09-20,16.0,추석,D-1,3.0,서울,부산,303.2165,월,연휴
675,2021,2021-09-20,17.0,추석,D-1,3.0,서울,부산,298.9915,월,연휴
676,2021,2021-09-20,18.0,추석,D-1,3.0,서울,부산,287.533,월,연휴
677,2021,2021-09-20,19.0,추석,D-1,3.0,서울,부산,274.0245,월,연휴
678,2021,2021-09-20,20.0,추석,D-1,3.0,서울,부산,264.8665,월,연휴
679,2021,2021-09-20,21.0,추석,D-1,3.0,서울,부산,264.5,월,연휴
680,2021,2021-09-20,22.0,추석,D-1,3.0,서울,부산,274.6,월,연휴
681,2021,2021-09-20,23.0,추석,D-1,3.0,서울,부산,246.266,월,연휴
682,2021,2021-09-21,0.0,추석,D,4.0,서울,부산,219.458,화,연휴
683,2021,2021-09-21,1.0,추석,D,4.0,서울,부산,239.0665,화,연휴
684,2021,2021-09-21,2.0,추석,D,4.0,서울,부산,248.5165,화,연휴
685,2021,2021-09-21,3.0,추석,D,4.0,서울,부산,271.52875,화,연휴
686,2021,2021-09-21,4.0,추석,D,4.0,서울,부산,252.408,화,연휴
687,2021,2021-09-21,5.0,추석,D,4.0,서울,부산,267.88866666666667,화,연휴
688,2021,2021-09-21,6.0,추석,D,4.0,서울,부산,282.194,화,연휴
689,2021,2021-09-21,7.0,추석,D,4.0,서울,부산,290.625,화,연휴
690,2021,2021-09-21,8.0,추석,D,4.0,서울,부산,303.416,화,연휴
691,2021,2021-09-21,9.0,추석,D,4.0,서울,부산,294.8745,화,연휴
692,2021,2021-09-21,10.0,추석,D,4.0,서울,부산,301.0,화,연휴
693,2021,2021-09-21,11.0,추석,D,4.0,서울,부산,326.558,화,연휴
694,2021,2021-09-21,12.0,추석,D,4.0,서울,부산,345.9995,화,연휴
695,2021,2021-09-21,13.0,추석,D,4.0,서울,부산,348.42766666666665,화,연휴
696,2021,2021-09-21,14.0,추석,D,4.0,서울,부산,369.9495,화,연휴
697,2021,2021-09-21,15.0,추석,D,4.0,서울,부산,359.2415,화,연휴
698,2021,2021-09-21,16.0,추석,D,4.0,서울,부산,345.858,화,연휴
699,2021,2021-09-21,17.0,추석,D,4.0,서울,부산,337.7245,화,연휴
700,2021,2021-09-21,18.0,추석,D,4.0,서울,부산,327.9995,화,연휴
701,2021,2021-09-21,19.0,추석,D,4.0,서울,부산,319.0333333333333,화,연휴
702,2021,2021-09-21,20.0,추석,D,4.0,서울,부산,348.916,화,연휴
