,stdHour,iYear,iStUnitCode,iEdUnitCode,stdYear,sphlDfttNm,sphlDfttCode,sphlDfttScopTypeNm,sphlDfttScopTypeCode,stUnitNm,stUnitCode,edUnitNm,edUnitCode,dirNm,dirCode,trtm,message,code
238,09,,,,2022,설날,2,D+3,7,서울,101 ,부산,140 ,귀성방향,1,245.649500000000000000000000,,
239,10,,,,2022,설날,2,D+3,7,서울,101 ,부산,140 ,귀성방향,1,255.572000000000000000000000,,
240,11,,,,2022,설날,2,D+3,7,서울,101 ,부산,140 ,귀성방향,1,259.291000000000000000000000,,
241,12,,,,2022,설날,2,D+3,7,서울,101 ,부산,140 ,귀성방향,1,258.208000000000000000000000,,
242,13,,,,2022,설날,2,D+3,7,서울,101 ,부산,140 ,귀성방향,1,266.058000000000000000000000,,
243,14,,,,2022,설날,2,D+3,7,서울,101 ,부산,140 ,귀성방향,1,265.049500000000000000000000,,
244,15,,,,2022,설날,2,D+3,7,서울,101 ,부산,140 ,귀성방향,1,259.366000000000000000000000,,
245,16,,,,2022,설날,2,D+3,7,서울,101 ,부산,140 ,귀성방향,1,260.183000000000000000000000,,
246,17,,,,2022,설날,2,D+3,7,서울,101 ,부산,140 ,귀성방향,1,267.908000000000000000000000,,
247,18,,,,2022,설날,2,D+3,7,서울,101 ,부산,140 ,귀성방향,1,267.349500000000000000000000,,
248,19,,,,2022,설날,2,D+3,7,서울,101 ,부산,140 ,귀성방향,1,265.266500000000000000000000,,
249,20,,,,2022,설날,2,D+3,7,서울,101 ,부산,140 ,귀성방향,1,271.666000000000000000000000,,
250,21,,,,2022,설날,2,D+3,7,서울,101 ,부산,140 ,귀성방향,1,270.850000000000000000000000,,
251,22,,,,2022,설날,2,D+3,7,서울,101 ,부산,140 ,귀성방향,1,270.016000000000000000000000,,
252,23,,,,2022,설날,2,D+3,7,서울,101 ,부산,140 ,귀성방향,1,262.616000000000000000000000,,
253,00,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,225.833000000000000000000000,,
254,01,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,254.966000000000000000000000,,
255,04,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,244.816000000000000000000000,,
256,05,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,254.783000000000000000000000,,
257,06,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,264.750000000000000000000000,,
258,07,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,274.716000000000000000000000,,
259,08,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,262.174500000000000000000000,,
260,09,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,274.624500000000000000000000,,
261,10,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,289.966500000000000000000000,,
262,11,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,300.441000000000000000000000,,
263,12,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,302.922000000000000000000000,,
264,13,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,311.616000000000000000000000,,
265,14,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,306.699500000000000000000000,,
266,15,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,300.899500000000000000000000,,
267,16,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,299.124500000000000000000000,,
268,17,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,295.449666666666666666666666,,
269,18,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,297.333000000000000000000000,,
270,19,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,290.258000000000000000000000,,
271,20,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,298.016000000000000000000000,,
272,21,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,283.450000000000000000000000,,
273,22,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,281.333000000000000000000000,,
274,23,,,,2022,추석,3,D-3,1,서울,101 ,부산,140 ,귀성방향,1,274.666000000000000000000000,,
