시간,연도,연휴,sphlDfttCode,sphlDfttScopTypeNm,sphlDfttScopTypeCode,출발지,도착지,소요시간(분)
0,2017,추석,3,D-3,1,서울,부산,274.466
1,2017,추석,3,D-3,1,서울,부산,260.141
2,2017,추석,3,D-3,1,서울,부산,269.225
3,2017,추석,3,D-3,1,서울,부산,263.72166666666664
4,2017,추석,3,D-3,1,서울,부산,264.08866666666665
5,2017,추석,3,D-3,1,서울,부산,262.533
6,2017,추석,3,D-3,1,서울,부산,277.833
7,2017,추석,3,D-3,1,서울,부산,275.887
8,2017,추석,3,D-3,1,서울,부산,281.772
9,2017,추석,3,D-3,1,서울,부산,282.09975
10,2017,추석,3,D-3,1,서울,부산,292.0553333333333
11,2017,추석,3,D-3,1,서울,부산,287.99966666666666
12,2017,추석,3,D-3,1,서울,부산,289.82733333333334
13,2017,추석,3,D-3,1,서울,부산,314.9443333333333
14,2017,추석,3,D-3,1,서울,부산,294.244
15,2017,추석,3,D-3,1,서울,부산,303.355
16,2017,추석,3,D-3,1,서울,부산,340.43333333333334
17,2017,추석,3,D-3,1,서울,부산,320.0245
18,2017,추석,3,D-3,1,서울,부산,313.2995
19,2017,추석,3,D-3,1,서울,부산,307.9665
20,2017,추석,3,D-3,1,서울,부산,329.766
21,2017,추석,3,D-3,1,서울,부산,325.933
22,2017,추석,3,D-3,1,서울,부산,325.433
23,2017,추석,3,D-3,1,서울,부산,357.258
0,2017,추석,3,D-2,2,서울,부산,298.683
1,2017,추석,3,D-2,2,서울,부산,297.883
2,2017,추석,3,D-2,2,서울,부산,288.466
3,2017,추석,3,D-2,2,서울,부산,292.008
4,2017,추석,3,D-2,2,서울,부산,279.2995
5,2017,추석,3,D-2,2,서울,부산,275.3495
6,2017,추석,3,D-2,2,서울,부산,279.558
7,2017,추석,3,D-2,2,서울,부산,359.7606666666666
8,2017,추석,3,D-2,2,서울,부산,348.2273333333333
9,2017,추석,3,D-2,2,서울,부산,349.472
10,2017,추석,3,D-2,2,서울,부산,345.9216666666666
11,2017,추석,3,D-2,2,서울,부산,351.744
12,2017,추석,3,D-2,2,서울,부산,367.872
13,2017,추석,3,D-2,2,서울,부산,379.672
14,2017,추석,3,D-2,2,서울,부산,389.3663333333333
15,2017,추석,3,D-2,2,서울,부산,370.208
16,2017,추석,3,D-2,2,서울,부산,374.333
17,2017,추석,3,D-2,2,서울,부산,380.972
18,2017,추석,3,D-2,2,서울,부산,360.683
19,2017,추석,3,D-2,2,서울,부산,372.316
20,2017,추석,3,D-2,2,서울,부산,425.008
21,2017,추석,3,D-2,2,서울,부산,416.983
22,2017,추석,3,D-2,2,서울,부산,418.633
23,2017,추석,3,D-2,2,서울,부산,465.733
0,2017,추석,3,D-1,3,서울,부산,355.14975
1,2017,추석,3,D-1,3,서울,부산,338.23725
2,2017,추석,3,D-1,3,서울,부산,332.09433333333334
3,2017,추석,3,D-1,3,서울,부산,321.93725
4,2017,추석,3,D-1,3,서울,부산,319.12025
5,2017,추석,3,D-1,3,서울,부산,312.7915
6,2017,추석,3,D-1,3,서울,부산,353.29966666666667
7,2017,추석,3,D-1,3,서울,부산,365.47875
8,2017,추석,3,D-1,3,서울,부산,359.4053333333333
9,2017,추석,3,D-1,3,서울,부산,371.22733333333326
10,2017,추석,3,D-1,3,서울,부산,409.037
11,2017,추석,3,D-1,3,서울,부산,431.694
12,2017,추석,3,D-1,3,서울,부산,430.46666666666664
13,2017,추석,3,D-1,3,서울,부산,424.98866666666663
14,2017,추석,3,D-1,3,서울,부산,419.583
15,2017,추석,3,D-1,3,서울,부산,419.872
16,2017,추석,3,D-1,3,서울,부산,424.7606666666666
17,2017,추석,3,D-1,3,서울,부산,413.6995
18,2017,추석,3,D-1,3,서울,부산,399.408
19,2017,추석,3,D-1,3,서울,부산,425.5106666666666
20,2017,추석,3,D-1,3,서울,부산,459.525
21,2017,추석,3,D-1,3,서울,부산,424.825
22,2017,추석,3,D-1,3,서울,부산,362.25
23,2017,추석,3,D-1,3,서울,부산,353.05
0,2017,추석,3,D,4,서울,부산,311.8495
1,2017,추석,3,D,4,서울,부산,289.92875
2,2017,추석,3,D,4,서울,부산,293.27075
3,2017,추석,3,D,4,서울,부산,282.8883333333333
4,2017,추석,3,D,4,서울,부산,273.272
5,2017,추석,3,D,4,서울,부산,267.57733333333334
6,2017,추석,3,D,4,서울,부산,297.5553333333333
7,2017,추석,3,D,4,서울,부산,320.155
8,2017,추석,3,D,4,서울,부산,357.37766666666664
9,2017,추석,3,D,4,서울,부산,386.544
10,2017,추석,3,D,4,서울,부산,366.766
11,2017,추석,3,D,4,서울,부산,390.741
12,2017,추석,3,D,4,서울,부산,412.325
13,2017,추석,3,D,4,서울,부산,434.0915
14,2017,추석,3,D,4,서울,부산,446.883
15,2017,추석,3,D,4,서울,부산,470.2773333333333
16,2017,추석,3,D,4,서울,부산,435.0245
17,2017,추석,3,D,4,서울,부산,441.425
18,2017,추석,3,D,4,서울,부산,460.3
19,2017,추석,3,D,4,서울,부산,500.483
20,2017,추석,3,D,4,서울,부산,527.483
21,2017,추석,3,D,4,서울,부산,515.916
22,2017,추석,3,D,4,서울,부산,538.65
23,2017,추석,3,D,4,서울,부산,529.5495
0,2017,추석,3,D+1,5,서울,부산,360.06066666666663
1,2017,추석,3,D+1,5,서울,부산,315.425
2,2017,추석,3,D+1,5,서울,부산,311.708
3,2017,추석,3,D+1,5,서울,부산,307.408
4,2017,추석,3,D+1,5,서울,부산,294.9495
5,2017,추석,3,D+1,5,서울,부산,286.56066666666663
6,2017,추석,3,D+1,5,서울,부산,315.06066666666663
7,2017,추석,3,D+1,5,서울,부산,345.8553333333333
8,2017,추석,3,D+1,5,서울,부산,378.994
9,2017,추석,3,D+1,5,서울,부산,415.1886666666666
10,2017,추석,3,D+1,5,서울,부산,342.31666666666666
11,2017,추석,3,D+1,5,서울,부산,374.758
12,2017,추석,3,D+1,5,서울,부산,392.0995
13,2017,추석,3,D+1,5,서울,부산,402.85
14,2017,추석,3,D+1,5,서울,부산,405.4
15,2017,추석,3,D+1,5,서울,부산,419.758
16,2017,추석,3,D+1,5,서울,부산,421.4995
17,2017,추석,3,D+1,5,서울,부산,384.98866666666663
18,2017,추석,3,D+1,5,서울,부산,474.82766666666663
19,2017,추석,3,D+1,5,서울,부산,497.358
20,2017,추석,3,D+1,5,서울,부산,463.083
21,2017,추석,3,D+1,5,서울,부산,434.508
22,2017,추석,3,D+1,5,서울,부산,400.958
23,2017,추석,3,D+1,5,서울,부산,454.3
0,2017,추석,3,D+2,6,서울,부산,339.741
1,2017,추석,3,D+2,6,서울,부산,314.875
2,2017,추석,3,D+2,6,서울,부산,304.725
3,2017,추석,3,D+2,6,서울,부산,297.383
4,2017,추석,3,D+2,6,서울,부산,291.8165
5,2017,추석,3,D+2,6,서울,부산,281.472
6,2017,추석,3,D+2,6,서울,부산,301.1245
7,2017,추석,3,D+2,6,서울,부산,297.7245
8,2017,추석,3,D+2,6,서울,부산,288.941
9,2017,추석,3,D+2,6,서울,부산,274.922
10,2017,추석,3,D+2,6,서울,부산,291.083
11,2017,추석,3,D+2,6,서울,부산,294.875
12,2017,추석,3,D+2,6,서울,부산,302.1943333333333
13,2017,추석,3,D+2,6,서울,부산,301.6165
14,2017,추석,3,D+2,6,서울,부산,301.7745
15,2017,추석,3,D+2,6,서울,부산,298.408
16,2017,추석,3,D+2,6,서울,부산,294.608
17,2017,추석,3,D+2,6,서울,부산,302.5106666666666
18,2017,추석,3,D+2,6,서울,부산,302.0245
19,2017,추석,3,D+2,6,서울,부산,292.0245
20,2017,추석,3,D+2,6,서울,부산,298.866
21,2017,추석,3,D+2,6,서울,부산,305.4
22,2017,추석,3,D+2,6,서울,부산,295.366
23,2017,추석,3,D+2,6,서울,부산,283.5
0,2017,추석,3,D+3,7,서울,부산,265.266
1,2017,추석,3,D+3,7,서울,부산,251.966
2,2017,추석,3,D+3,7,서울,부산,254.2
3,2017,추석,3,D+3,7,서울,부산,269.133
4,2017,추석,3,D+3,7,서울,부산,270.625
5,2017,추석,3,D+3,7,서울,부산,286.64966666666663
6,2017,추석,3,D+3,7,서울,부산,285.7495
7,2017,추석,3,D+3,7,서울,부산,292.6665
8,2017,추석,3,D+3,7,서울,부산,291.0995
9,2017,추석,3,D+3,7,서울,부산,285.1165
10,2017,추석,3,D+3,7,서울,부산,276.2
11,2017,추석,3,D+3,7,서울,부산,279.9915
12,2017,추석,3,D+3,7,서울,부산,281.6915
13,2017,추석,3,D+3,7,서울,부산,295.544
14,2017,추석,3,D+3,7,서울,부산,281.1
15,2017,추석,3,D+3,7,서울,부산,283.8415
16,2017,추석,3,D+3,7,서울,부산,284.283
17,2017,추석,3,D+3,7,서울,부산,279.3495
18,2017,추석,3,D+3,7,서울,부산,274.825
19,2017,추석,3,D+3,7,서울,부산,283.20533333333333
20,2017,추석,3,D+3,7,서울,부산,259.2665
21,2017,추석,3,D+3,7,서울,부산,286.433
22,2017,추석,3,D+3,7,서울,부산,279.05
23,2017,추석,3,D+3,7,서울,부산,259.75
0,2018,연말연시,1,D,4,서울,부산,228.441
1,2018,연말연시,1,D,4,서울,부산,232.283
2,2018,연말연시,1,D,4,서울,부산,236.333
3,2018,연말연시,1,D,4,서울,부산,230.875
4,2018,연말연시,1,D,4,서울,부산,235.7745
5,2018,연말연시,1,D,4,서울,부산,249.9
6,2018,연말연시,1,D,4,서울,부산,261.7495
7,2018,연말연시,1,D,4,서울,부산,258.3245
8,2018,연말연시,1,D,4,서울,부산,278.683
9,2018,연말연시,1,D,4,서울,부산,274.6665
10,2018,연말연시,1,D,4,서울,부산,274.441
11,2018,연말연시,1,D,4,서울,부산,274.458
12,2018,연말연시,1,D,4,서울,부산,273.658
13,2018,연말연시,1,D,4,서울,부산,278.433
14,2018,연말연시,1,D,4,서울,부산,283.983
15,2018,연말연시,1,D,4,서울,부산,287.1915
16,2018,연말연시,1,D,4,서울,부산,279.766
17,2018,연말연시,1,D,4,서울,부산,292.1716666666666
18,2018,연말연시,1,D,4,서울,부산,279.075
19,2018,연말연시,1,D,4,서울,부산,280.191
20,2018,연말연시,1,D,4,서울,부산,269.5745
21,2018,연말연시,1,D,4,서울,부산,305.666
22,2018,연말연시,1,D,4,서울,부산,307.808
23,2018,연말연시,1,D,4,서울,부산,274.05
0,2018,연말연시,1,D+1,5,서울,부산,292.55
1,2018,연말연시,1,D+1,5,서울,부산,284.066
2,2018,연말연시,1,D+1,5,서울,부산,262.633
3,2018,연말연시,1,D+1,5,서울,부산,
7,2018,연말연시,1,D+1,5,서울,부산,255.9
8,2018,연말연시,1,D+1,5,서울,부산,248.8
9,2018,연말연시,1,D+1,5,서울,부산,242.383
10,2018,연말연시,1,D+1,5,서울,부산,330.8553333333333
11,2018,연말연시,1,D+1,5,서울,부산,264.4943333333333
12,2018,연말연시,1,D+1,5,서울,부산,298.36066666666665
13,2018,연말연시,1,D+1,5,서울,부산,281.64966666666663
14,2018,연말연시,1,D+1,5,서울,부산,261.383
15,2018,연말연시,1,D+1,5,서울,부산,265.21066666666667
16,2018,연말연시,1,D+1,5,서울,부산,260.333
17,2018,연말연시,1,D+1,5,서울,부산,266.283
18,2018,연말연시,1,D+1,5,서울,부산,265.14933333333335
19,2018,연말연시,1,D+1,5,서울,부산,265.1245
20,2018,연말연시,1,D+1,5,서울,부산,258.4
21,2018,연말연시,1,D+1,5,서울,부산,257.95
22,2018,연말연시,1,D+1,5,서울,부산,267.983
23,2018,연말연시,1,D+1,5,서울,부산,265.5995
0,2018,연말연시,1,D+2,6,서울,부산,272.083
1,2018,연말연시,1,D+2,6,서울,부산,274.3245
2,2018,연말연시,1,D+2,6,서울,부산,286.108
3,2018,연말연시,1,D+2,6,서울,부산,298.233
4,2018,연말연시,1,D+2,6,서울,부산,298.7745
5,2018,연말연시,1,D+2,6,서울,부산,297.7165
6,2018,연말연시,1,D+2,6,서울,부산,298.608
7,2018,연말연시,1,D+2,6,서울,부산,286.7665
8,2018,연말연시,1,D+2,6,서울,부산,290.991
9,2018,연말연시,1,D+2,6,서울,부산,284.3995
10,2018,연말연시,1,D+2,6,서울,부산,272.8553333333333
11,2018,연말연시,1,D+2,6,서울,부산,269.658
12,2018,연말연시,1,D+2,6,서울,부산,266.2165
13,2018,연말연시,1,D+2,6,서울,부산,263.6245
14,2018,연말연시,1,D+2,6,서울,부산,267.183
15,2018,연말연시,1,D+2,6,서울,부산,265.058
16,2018,연말연시,1,D+2,6,서울,부산,255.858
17,2018,연말연시,1,D+2,6,서울,부산,255.883
18,2018,연말연시,1,D+2,6,서울,부산,256.833
19,2018,연말연시,1,D+2,6,서울,부산,254.1745
20,2018,연말연시,1,D+2,6,서울,부산,249.575
21,2018,연말연시,1,D+2,6,서울,부산,250.116
22,2018,연말연시,1,D+2,6,서울,부산,246.2
23,2018,연말연시,1,D+2,6,서울,부산,242.283
0,2018,연말연시,1,D+3,7,서울,부산,226.316
1,2018,연말연시,1,D+3,7,서울,부산,244.5
2,2018,연말연시,1,D+3,7,서울,부산,261.416
3,2018,연말연시,1,D+3,7,서울,부산,263.6665
4,2018,연말연시,1,D+3,7,서울,부산,271.491
5,2018,연말연시,1,D+3,7,서울,부산,293.916
6,2018,연말연시,1,D+3,7,서울,부산,277.3915
7,2018,연말연시,1,D+3,7,서울,부산,274.525
8,2018,연말연시,1,D+3,7,서울,부산,269.6
9,2018,연말연시,1,D+3,7,서울,부산,283.0745
10,2018,연말연시,1,D+3,7,서울,부산,279.941
11,2018,연말연시,1,D+3,7,서울,부산,275.7915
12,2018,연말연시,1,D+3,7,서울,부산,269.758
13,2018,연말연시,1,D+3,7,서울,부산,264.3915
14,2018,연말연시,1,D+3,7,서울,부산,264.03866666666664
15,2018,연말연시,1,D+3,7,서울,부산,261.75
16,2018,연말연시,1,D+3,7,서울,부산,258.4415
17,2018,연말연시,1,D+3,7,서울,부산,257.333
18,2018,연말연시,1,D+3,7,서울,부산,262.03866666666664
19,2018,연말연시,1,D+3,7,서울,부산,255.5245
20,2018,연말연시,1,D+3,7,서울,부산,253.7
21,2018,연말연시,1,D+3,7,서울,부산,250.633
22,2018,연말연시,1,D+3,7,서울,부산,252.316
23,2018,연말연시,1,D+3,7,서울,부산,253.983
0,2018,설날,2,D-3,1,서울,부산,292.483
1,2018,설날,2,D-3,1,서울,부산,281.216
2,2018,설날,2,D-3,1,서울,부산,273.516
3,2018,설날,2,D-3,1,서울,부산,274.783
4,2018,설날,2,D-3,1,서울,부산,275.208
5,2018,설날,2,D-3,1,서울,부산,258.6053333333333
6,2018,설날,2,D-3,1,서울,부산,265.3415
7,2018,설날,2,D-3,1,서울,부산,263.333
8,2018,설날,2,D-3,1,서울,부산,262.1665
9,2018,설날,2,D-3,1,서울,부산,253.15533333333332
10,2018,설날,2,D-3,1,서울,부산,275.933
11,2018,설날,2,D-3,1,서울,부산,275.516
12,2018,설날,2,D-3,1,서울,부산,278.608
13,2018,설날,2,D-3,1,서울,부산,275.483
14,2018,설날,2,D-3,1,서울,부산,272.783
15,2018,설날,2,D-3,1,서울,부산,276.591
16,2018,설날,2,D-3,1,서울,부산,274.516
17,2018,설날,2,D-3,1,서울,부산,286.38866666666667
18,2018,설날,2,D-3,1,서울,부산,277.908
19,2018,설날,2,D-3,1,서울,부산,272.0165
20,2018,설날,2,D-3,1,서울,부산,270.916
21,2018,설날,2,D-3,1,서울,부산,256.183
22,2018,설날,2,D-3,1,서울,부산,273.383
23,2018,설날,2,D-3,1,서울,부산,279.816
0,2018,설날,2,D-2,2,서울,부산,238.333
1,2018,설날,2,D-2,2,서울,부산,255.9273333333333
2,2018,설날,2,D-2,2,서울,부산,244.583
3,2018,설날,2,D-2,2,서울,부산,242.1915
4,2018,설날,2,D-2,2,서울,부산,241.808
5,2018,설날,2,D-2,2,서울,부산,243.2495
6,2018,설날,2,D-2,2,서울,부산,248.475
7,2018,설날,2,D-2,2,서울,부산,266.5165
8,2018,설날,2,D-2,2,서울,부산,259.783
9,2018,설날,2,D-2,2,서울,부산,262.225
10,2018,설날,2,D-2,2,서울,부산,277.983
11,2018,설날,2,D-2,2,서울,부산,289.641
12,2018,설날,2,D-2,2,서울,부산,339.655
13,2018,설날,2,D-2,2,서울,부산,348.14966666666663
14,2018,설날,2,D-2,2,서울,부산,354.622
15,2018,설날,2,D-2,2,서울,부산,356.86066666666665
16,2018,설날,2,D-2,2,서울,부산,342.783
17,2018,설날,2,D-2,2,서울,부산,345.3745
18,2018,설날,2,D-2,2,서울,부산,347.9245
19,2018,설날,2,D-2,2,서울,부산,380.1745
20,2018,설날,2,D-2,2,서울,부산,384.5665
21,2018,설날,2,D-2,2,서울,부산,388.1165
22,2018,설날,2,D-2,2,서울,부산,393.908
23,2018,설날,2,D-2,2,서울,부산,386.916
0,2018,설날,2,D-1,3,서울,부산,357.89125
1,2018,설날,2,D-1,3,서울,부산,355.77875
2,2018,설날,2,D-1,3,서울,부산,344.0955
3,2018,설날,2,D-1,3,서울,부산,337.91625
4,2018,설날,2,D-1,3,서울,부산,335.9915
5,2018,설날,2,D-1,3,서울,부산,350.858
6,2018,설날,2,D-1,3,서울,부산,348.7663333333333
7,2018,설날,2,D-1,3,서울,부산,357.494
8,2018,설날,2,D-1,3,서울,부산,365.90533333333326
9,2018,설날,2,D-1,3,서울,부산,372.72766666666666
10,2018,설날,2,D-1,3,서울,부산,394.92766666666665
11,2018,설날,2,D-1,3,서울,부산,415.8663333333333
12,2018,설날,2,D-1,3,서울,부산,432.2773333333333
13,2018,설날,2,D-1,3,서울,부산,449.94966666666664
14,2018,설날,2,D-1,3,서울,부산,438.6495
15,2018,설날,2,D-1,3,서울,부산,425.5165
16,2018,설날,2,D-1,3,서울,부산,422.5415
17,2018,설날,2,D-1,3,서울,부산,413.6995
18,2018,설날,2,D-1,3,서울,부산,387.908
19,2018,설날,2,D-1,3,서울,부산,379.3745
20,2018,설날,2,D-1,3,서울,부산,458.15
21,2018,설날,2,D-1,3,서울,부산,403.05
22,2018,설날,2,D-1,3,서울,부산,355.366
23,2018,설날,2,D-1,3,서울,부산,325.1
0,2018,설날,2,D,4,서울,부산,276.508
1,2018,설날,2,D,4,서울,부산,267.1745
2,2018,설날,2,D,4,서울,부산,266.983
3,2018,설날,2,D,4,서울,부산,259.416
4,2018,설날,2,D,4,서울,부산,251.0495
5,2018,설날,2,D,4,서울,부산,257.383
6,2018,설날,2,D,4,서울,부산,272.8745
7,2018,설날,2,D,4,서울,부산,281.1415
8,2018,설날,2,D,4,서울,부산,279.944
9,2018,설날,2,D,4,서울,부산,297.5163333333333
10,2018,설날,2,D,4,서울,부산,311.411
11,2018,설날,2,D,4,서울,부산,340.011
12,2018,설날,2,D,4,서울,부산,330.422
13,2018,설날,2,D,4,서울,부산,363.5165
14,2018,설날,2,D,4,서울,부산,364.266
15,2018,설날,2,D,4,서울,부산,368.65
16,2018,설날,2,D,4,서울,부산,368.158
17,2018,설날,2,D,4,서울,부산,363.6
18,2018,설날,2,D,4,서울,부산,363.2495
19,2018,설날,2,D,4,서울,부산,404.0106666666666
20,2018,설날,2,D,4,서울,부산,355.2165
21,2018,설날,2,D,4,서울,부산,425.65
22,2018,설날,2,D,4,서울,부산,397.0
23,2018,설날,2,D,4,서울,부산,353.6
0,2018,설날,2,D+1,5,서울,부산,248.283
1,2018,설날,2,D+1,5,서울,부산,232.7915
2,2018,설날,2,D+1,5,서울,부산,231.6745
3,2018,설날,2,D+1,5,서울,부산,232.508
4,2018,설날,2,D+1,5,서울,부산,233.341
5,2018,설날,2,D+1,5,서울,부산,240.3415
6,2018,설날,2,D+1,5,서울,부산,247.9165
7,2018,설날,2,D+1,5,서울,부산,249.7165
8,2018,설날,2,D+1,5,서울,부산,252.3165
9,2018,설날,2,D+1,5,서울,부산,290.46066666666667
10,2018,설날,2,D+1,5,서울,부산,299.89966666666663
11,2018,설날,2,D+1,5,서울,부산,303.094
12,2018,설날,2,D+1,5,서울,부산,304.54966666666667
13,2018,설날,2,D+1,5,서울,부산,294.6415
14,2018,설날,2,D+1,5,서울,부산,292.208
15,2018,설날,2,D+1,5,서울,부산,316.07733333333334
16,2018,설날,2,D+1,5,서울,부산,313.2883333333333
17,2018,설날,2,D+1,5,서울,부산,304.622
18,2018,설날,2,D+1,5,서울,부산,284.15
19,2018,설날,2,D+1,5,서울,부산,282.5
20,2018,설날,2,D+1,5,서울,부산,298.533
21,2018,설날,2,D+1,5,서울,부산,287.5
22,2018,설날,2,D+1,5,서울,부산,267.566
23,2018,설날,2,D+1,5,서울,부산,262.533
0,2018,설날,2,D+2,6,서울,부산,287.083
1,2018,설날,2,D+2,6,서울,부산,272.433
2,2018,설날,2,D+2,6,서울,부산,257.783
3,2018,설날,2,D+2,6,서울,부산,263.15
4,2018,설날,2,D+2,6,서울,부산,231.4
5,2018,설날,2,D+2,6,서울,부산,230.7995
6,2018,설날,2,D+2,6,서울,부산,239.716
7,2018,설날,2,D+2,6,서울,부산,251.483
8,2018,설날,2,D+2,6,서울,부산,237.875
9,2018,설날,2,D+2,6,서울,부산,239.408
10,2018,설날,2,D+2,6,서울,부산,268.794
11,2018,설날,2,D+2,6,서울,부산,269.4053333333333
12,2018,설날,2,D+2,6,서울,부산,266.483
13,2018,설날,2,D+2,6,서울,부산,261.91666666666663
14,2018,설날,2,D+2,6,서울,부산,260.333
15,2018,설날,2,D+2,6,서울,부산,268.437
16,2018,설날,2,D+2,6,서울,부산,265.46666666666664
17,2018,설날,2,D+2,6,서울,부산,267.083
18,2018,설날,2,D+2,6,서울,부산,265.8553333333333
19,2018,설날,2,D+2,6,서울,부산,260.3053333333333
20,2018,설날,2,D+2,6,서울,부산,274.0
21,2018,설날,2,D+2,6,서울,부산,270.533
22,2018,설날,2,D+2,6,서울,부산,267.066
23,2018,설날,2,D+2,6,서울,부산,263.833
0,2018,설날,2,D+3,7,서울,부산,226.783
1,2018,설날,2,D+3,7,서울,부산,226.625
2,2018,설날,2,D+3,7,서울,부산,229.566
3,2018,설날,2,D+3,7,서울,부산,242.9165
4,2018,설날,2,D+3,7,서울,부산,246.708
5,2018,설날,2,D+3,7,서울,부산,235.616
6,2018,설날,2,D+3,7,서울,부산,273.783
7,2018,설날,2,D+3,7,서울,부산,261.9165
8,2018,설날,2,D+3,7,서울,부산,265.316
9,2018,설날,2,D+3,7,서울,부산,274.433
10,2018,설날,2,D+3,7,서울,부산,306.19966666666664
11,2018,설날,2,D+3,7,서울,부산,274.1245
12,2018,설날,2,D+3,7,서울,부산,270.133
13,2018,설날,2,D+3,7,서울,부산,271.908
14,2018,설날,2,D+3,7,서울,부산,268.891
15,2018,설날,2,D+3,7,서울,부산,272.175
16,2018,설날,2,D+3,7,서울,부산,276.691
17,2018,설날,2,D+3,7,서울,부산,265.5106666666666
18,2018,설날,2,D+3,7,서울,부산,276.416
19,2018,설날,2,D+3,7,서울,부산,270.158
20,2018,설날,2,D+3,7,서울,부산,264.5995
21,2018,설날,2,D+3,7,서울,부산,258.008
22,2018,설날,2,D+3,7,서울,부산,279.233
23,2018,설날,2,D+3,7,서울,부산,265.866
0,2018,추석,3,D-3,1,서울,부산,214.2245
1,2018,추석,3,D-3,1,서울,부산,217.708
2,2018,추석,3,D-3,1,서울,부산,220.658
3,2018,추석,3,D-3,1,서울,부산,235.333
4,2018,추석,3,D-3,1,서울,부산,248.283
5,2018,추석,3,D-3,1,서울,부산,259.5443333333333
6,2018,추석,3,D-3,1,서울,부산,260.383
7,2018,추석,3,D-3,1,서울,부산,272.3915
8,2018,추석,3,D-3,1,서울,부산,276.5745
9,2018,추석,3,D-3,1,서울,부산,276.158
10,2018,추석,3,D-3,1,서울,부산,282.8496666666666
11,2018,추석,3,D-3,1,서울,부산,289.2
12,2018,추석,3,D-3,1,서울,부산,301.405
13,2018,추석,3,D-3,1,서울,부산,303.208
14,2018,추석,3,D-3,1,서울,부산,304.6245
15,2018,추석,3,D-3,1,서울,부산,312.416
16,2018,추석,3,D-3,1,서울,부산,308.133
17,2018,추석,3,D-3,1,서울,부산,306.6886666666666
18,2018,추석,3,D-3,1,서울,부산,305.2245
19,2018,추석,3,D-3,1,서울,부산,298.6165
20,2018,추석,3,D-3,1,서울,부산,287.3245
21,2018,추석,3,D-3,1,서울,부산,309.766
22,2018,추석,3,D-3,1,서울,부산,321.2
23,2018,추석,3,D-3,1,서울,부산,301.883
0,2018,추석,3,D-2,2,서울,부산,289.7415
1,2018,추석,3,D-2,2,서울,부산,286.35
2,2018,추석,3,D-2,2,서울,부산,287.191
3,2018,추석,3,D-2,2,서울,부산,285.833
4,2018,추석,3,D-2,2,서울,부산,323.86633333333333
5,2018,추석,3,D-2,2,서울,부산,282.8415
6,2018,추석,3,D-2,2,서울,부산,329.07733333333334
7,2018,추석,3,D-2,2,서울,부산,338.733
8,2018,추석,3,D-2,2,서울,부산,331.733
9,2018,추석,3,D-2,2,서울,부산,350.0663333333333
10,2018,추석,3,D-2,2,서울,부산,349.5245
11,2018,추석,3,D-2,2,서울,부산,375.7163333333333
12,2018,추석,3,D-2,2,서울,부산,378.194
13,2018,추석,3,D-2,2,서울,부산,375.594
14,2018,추석,3,D-2,2,서울,부산,376.78866666666664
15,2018,추석,3,D-2,2,서울,부산,368.8496666666666
16,2018,추석,3,D-2,2,서울,부산,367.3995
17,2018,추석,3,D-2,2,서울,부산,369.533
18,2018,추석,3,D-2,2,서울,부산,365.733
19,2018,추석,3,D-2,2,서울,부산,323.233
20,2018,추석,3,D-2,2,서울,부산,379.933
21,2018,추석,3,D-2,2,서울,부산,360.316
22,2018,추석,3,D-2,2,서울,부산,340.316
23,2018,추석,3,D-2,2,서울,부산,295.4665
0,2018,추석,3,D-1,3,서울,부산,374.6163333333333
1,2018,추석,3,D-1,3,서울,부산,365.42733333333325
2,2018,추석,3,D-1,3,서울,부산,350.572
3,2018,추석,3,D-1,3,서울,부산,333.5883333333333
4,2018,추석,3,D-1,3,서울,부산,316.2663333333333
5,2018,추석,3,D-1,3,서울,부산,332.011
6,2018,추석,3,D-1,3,서울,부산,337.8163333333333
7,2018,추석,3,D-1,3,서울,부산,311.6773333333333
8,2018,추석,3,D-1,3,서울,부산,313.73866666666663
9,2018,추석,3,D-1,3,서울,부산,338.572
10,2018,추석,3,D-1,3,서울,부산,350.2606666666666
11,2018,추석,3,D-1,3,서울,부산,370.6663333333333
12,2018,추석,3,D-1,3,서울,부산,379.083
13,2018,추석,3,D-1,3,서울,부산,391.783
14,2018,추석,3,D-1,3,서울,부산,344.77733333333333
15,2018,추석,3,D-1,3,서울,부산,341.6383333333333
16,2018,추석,3,D-1,3,서울,부산,341.511
17,2018,추석,3,D-1,3,서울,부산,344.8495
18,2018,추석,3,D-1,3,서울,부산,327.316
19,2018,추석,3,D-1,3,서울,부산,320.725
20,2018,추석,3,D-1,3,서울,부산,309.77166666666665
21,2018,추석,3,D-1,3,서울,부산,326.975
22,2018,추석,3,D-1,3,서울,부산,356.866
23,2018,추석,3,D-1,3,서울,부산,330.1
0,2018,추석,3,D,4,서울,부산,255.433
1,2018,추석,3,D,4,서울,부산,286.8716666666666
2,2018,추석,3,D,4,서울,부산,267.833
3,2018,추석,3,D,4,서울,부산,282.70533333333333
4,2018,추석,3,D,4,서울,부산,280.94966666666664
5,2018,추석,3,D,4,서울,부산,256.0165
6,2018,추석,3,D,4,서울,부산,284.47166666666664
7,2018,추석,3,D,4,서울,부산,294.433
8,2018,추석,3,D,4,서울,부산,294.31066666666663
9,2018,추석,3,D,4,서울,부산,320.272
10,2018,추석,3,D,4,서울,부산,349.79966666666667
11,2018,추석,3,D,4,서울,부산,373.0106666666666
12,2018,추석,3,D,4,서울,부산,407.858
13,2018,추석,3,D,4,서울,부산,414.175
