시간,연도,연휴,sphlDfttCode,sphlDfttScopTypeNm,sphlDfttScopTypeCode,출발지,도착지,소요시간(분)
6,2020,추석,3,D-1,3,서울,부산,277.5495
7,2020,추석,3,D-1,3,서울,부산,277.983
8,2020,추석,3,D-1,3,서울,부산,287.8415
9,2020,추석,3,D-1,3,서울,부산,297.891
10,2020,추석,3,D-1,3,서울,부산,310.9915
11,2020,추석,3,D-1,3,서울,부산,315.333
12,2020,추석,3,D-1,3,서울,부산,316.00533333333334
13,2020,추석,3,D-1,3,서울,부산,326.2995
14,2020,추석,3,D-1,3,서울,부산,320.058
15,2020,추석,3,D-1,3,서울,부산,320.3415
16,2020,추석,3,D-1,3,서울,부산,313.6245
17,2020,추석,3,D-1,3,서울,부산,309.758
18,2020,추석,3,D-1,3,서울,부산,304.9443333333333
19,2020,추석,3,D-1,3,서울,부산,288.4995
20,2020,추석,3,D-1,3,서울,부산,267.258
21,2020,추석,3,D-1,3,서울,부산,288.766
22,2020,추석,3,D-1,3,서울,부산,279.483
23,2020,추석,3,D-1,3,서울,부산,259.666
0,2020,추석,3,D,4,서울,부산,262.4415
1,2020,추석,3,D,4,서울,부산,258.6995
2,2020,추석,3,D,4,서울,부산,252.0915
3,2020,추석,3,D,4,서울,부산,250.033
4,2020,추석,3,D,4,서울,부산,248.383
5,2020,추석,3,D,4,서울,부산,263.216
6,2020,추석,3,D,4,서울,부산,255.3415
7,2020,추석,3,D,4,서울,부산,252.7495
8,2020,추석,3,D,4,서울,부산,251.3745
9,2020,추석,3,D,4,서울,부산,255.7915
10,2020,추석,3,D,4,서울,부산,262.358
11,2020,추석,3,D,4,서울,부산,268.3245
12,2020,추석,3,D,4,서울,부산,271.325
13,2020,추석,3,D,4,서울,부산,274.0165
14,2020,추석,3,D,4,서울,부산,275.891
15,2020,추석,3,D,4,서울,부산,279.733
16,2020,추석,3,D,4,서울,부산,278.425
17,2020,추석,3,D,4,서울,부산,280.658
18,2020,추석,3,D,4,서울,부산,280.241
19,2020,추석,3,D,4,서울,부산,271.8165
20,2020,추석,3,D,4,서울,부산,261.975
21,2020,추석,3,D,4,서울,부산,278.45
22,2020,추석,3,D,4,서울,부산,260.733
23,2020,추석,3,D,4,서울,부산,243.966
0,2020,추석,3,D+1,5,서울,부산,346.891
1,2020,추석,3,D+1,5,서울,부산,304.875
2,2020,추석,3,D+1,5,서울,부산,297.8165
3,2020,추석,3,D+1,5,서울,부산,294.566
4,2020,추석,3,D+1,5,서울,부산,278.808
5,2020,추석,3,D+1,5,서울,부산,266.358
6,2020,추석,3,D+1,5,서울,부산,266.205
7,2020,추석,3,D+1,5,서울,부산,266.76666666666665
8,2020,추석,3,D+1,5,서울,부산,261.8165
9,2020,추석,3,D+1,5,서울,부산,262.808
10,2020,추석,3,D+1,5,서울,부산,262.533
11,2020,추석,3,D+1,5,서울,부산,266.8496666666666
12,2020,추석,3,D+1,5,서울,부산,265.27166666666665
13,2020,추석,3,D+1,5,서울,부산,260.325
14,2020,추석,3,D+1,5,서울,부산,262.333
15,2020,추석,3,D+1,5,서울,부산,264.125
16,2020,추석,3,D+1,5,서울,부산,267.3415
17,2020,추석,3,D+1,5,서울,부산,271.008
18,2020,추석,3,D+1,5,서울,부산,268.391
19,2020,추석,3,D+1,5,서울,부산,270.766
20,2020,추석,3,D+1,5,서울,부산,268.65
21,2020,추석,3,D+1,5,서울,부산,274.166
22,2020,추석,3,D+1,5,서울,부산,260.216
1,2020,추석,3,D+2,6,서울,부산,254.9995
2,2020,추석,3,D+2,6,서울,부산,247.733
3,2020,추석,3,D+2,6,서울,부산,263.741
4,2020,추석,3,D+2,6,서울,부산,263.175
5,2020,추석,3,D+2,6,서울,부산,262.608
6,2020,추석,3,D+2,6,서울,부산,261.1495
7,2020,추석,3,D+2,6,서울,부산,257.3495
8,2020,추석,3,D+2,6,서울,부산,254.758
9,2020,추석,3,D+2,6,서울,부산,253.5165
10,2020,추석,3,D+2,6,서울,부산,254.633
11,2020,추석,3,D+2,6,서울,부산,250.8245
12,2020,추석,3,D+2,6,서울,부산,254.958
13,2020,추석,3,D+2,6,서울,부산,255.4915
14,2020,추석,3,D+2,6,서울,부산,252.2495
15,2020,추석,3,D+2,6,서울,부산,252.625
16,2020,추석,3,D+2,6,서울,부산,256.1245
17,2020,추석,3,D+2,6,서울,부산,251.333
18,2020,추석,3,D+2,6,서울,부산,240.554
19,2020,추석,3,D+2,6,서울,부산,242.97733333333332
20,2020,추석,3,D+2,6,서울,부산,250.066
21,2020,추석,3,D+2,6,서울,부산,243.433
22,2020,추석,3,D+2,6,서울,부산,233.18866666666665
23,2020,추석,3,D+2,6,서울,부산,240.116
0,2020,추석,3,D+3,7,서울,부산,345.433
1,2020,추석,3,D+3,7,서울,부산,298.25
2,2020,추석,3,D+3,7,서울,부산,318.633
3,2020,추석,3,D+3,7,서울,부산,339.0
4,2020,추석,3,D+3,7,서울,부산,259.2995
5,2020,추석,3,D+3,7,서울,부산,278.616
6,2020,추석,3,D+3,7,서울,부산,313.383
7,2020,추석,3,D+3,7,서울,부산,308.308
8,2020,추석,3,D+3,7,서울,부산,322.408
9,2020,추석,3,D+3,7,서울,부산,299.358
10,2020,추석,3,D+3,7,서울,부산,353.2165
11,2020,추석,3,D+3,7,서울,부산,325.2995
12,2020,추석,3,D+3,7,서울,부산,310.7745
13,2020,추석,3,D+3,7,서울,부산,296.258
14,2020,추석,3,D+3,7,서울,부산,280.233
15,2020,추석,3,D+3,7,서울,부산,279.9915
16,2020,추석,3,D+3,7,서울,부산,270.2915
17,2020,추석,3,D+3,7,서울,부산,266.2995
18,2020,추석,3,D+3,7,서울,부산,259.7915
19,2020,추석,3,D+3,7,서울,부산,284.6553333333333
20,2020,추석,3,D+3,7,서울,부산,273.183
21,2020,추석,3,D+3,7,서울,부산,265.833
22,2020,추석,3,D+3,7,서울,부산,266.183
23,2020,추석,3,D+3,7,서울,부산,260.45
0,2021,연말연시,1,D,4,서울,부산,225.933
1,2021,연말연시,1,D,4,서울,부산,236.6
2,2021,연말연시,1,D,4,서울,부산,238.233
3,2021,연말연시,1,D,4,서울,부산,239.4415
4,2021,연말연시,1,D,4,서울,부산,233.616
5,2021,연말연시,1,D,4,서울,부산,237.275
6,2021,연말연시,1,D,4,서울,부산,243.6495
7,2021,연말연시,1,D,4,서울,부산,243.508
8,2021,연말연시,1,D,4,서울,부산,241.3
9,2021,연말연시,1,D,4,서울,부산,248.9415
10,2021,연말연시,1,D,4,서울,부산,252.558
11,2021,연말연시,1,D,4,서울,부산,253.1915
12,2021,연말연시,1,D,4,서울,부산,280.9833333333333
13,2021,연말연시,1,D,4,서울,부산,280.922
14,2021,연말연시,1,D,4,서울,부산,282.27166666666665
15,2021,연말연시,1,D,4,서울,부산,266.2
16,2021,연말연시,1,D,4,서울,부산,272.7495
17,2021,연말연시,1,D,4,서울,부산,287.97766666666666
18,2021,연말연시,1,D,4,서울,부산,287.7163333333333
19,2021,연말연시,1,D,4,서울,부산,284.0996666666666
20,2021,연말연시,1,D,4,서울,부산,261.5995
21,2021,연말연시,1,D,4,서울,부산,292.616
22,2021,연말연시,1,D,4,서울,부산,285.1
23,2021,연말연시,1,D,4,서울,부산,253.283
0,2021,연말연시,1,D+1,5,서울,부산,294.35
1,2021,연말연시,1,D+1,5,서울,부산,276.841
2,2021,연말연시,1,D+1,5,서울,부산,282.966
3,2021,연말연시,1,D+1,5,서울,부산,275.7
4,2021,연말연시,1,D+1,5,서울,부산,262.1915
5,2021,연말연시,1,D+1,5,서울,부산,260.05
7,2021,연말연시,1,D+1,5,서울,부산,264.3
8,2021,연말연시,1,D+1,5,서울,부산,260.5665
9,2021,연말연시,1,D+1,5,서울,부산,250.466
10,2021,연말연시,1,D+1,5,서울,부산,251.033
11,2021,연말연시,1,D+1,5,서울,부산,257.9415
12,2021,연말연시,1,D+1,5,서울,부산,265.3666666666666
13,2021,연말연시,1,D+1,5,서울,부산,266.48866666666663
14,2021,연말연시,1,D+1,5,서울,부산,261.0745
15,2021,연말연시,1,D+1,5,서울,부산,262.2495
16,2021,연말연시,1,D+1,5,서울,부산,257.9245
17,2021,연말연시,1,D+1,5,서울,부산,266.783
18,2021,연말연시,1,D+1,5,서울,부산,255.133
19,2021,연말연시,1,D+1,5,서울,부산,272.816
20,2021,연말연시,1,D+1,5,서울,부산,264.566
21,2021,연말연시,1,D+1,5,서울,부산,255.55
22,2021,연말연시,1,D+1,5,서울,부산,250.516
0,2021,연말연시,1,D+2,6,서울,부산,256.2745
1,2021,연말연시,1,D+2,6,서울,부산,257.4665
2,2021,연말연시,1,D+2,6,서울,부산,258.641
3,2021,연말연시,1,D+2,6,서울,부산,256.95
4,2021,연말연시,1,D+2,6,서울,부산,257.183
5,2021,연말연시,1,D+2,6,서울,부산,258.4995
6,2021,연말연시,1,D+2,6,서울,부산,259.8165
7,2021,연말연시,1,D+2,6,서울,부산,259.0915
8,2021,연말연시,1,D+2,6,서울,부산,256.5165
9,2021,연말연시,1,D+2,6,서울,부산,253.9415
10,2021,연말연시,1,D+2,6,서울,부산,251.366
11,2021,연말연시,1,D+2,6,서울,부산,236.68866666666665
12,2021,연말연시,1,D+2,6,서울,부산,249.555
13,2021,연말연시,1,D+2,6,서울,부산,253.641
14,2021,연말연시,1,D+2,6,서울,부산,236.083
15,2021,연말연시,1,D+2,6,서울,부산,248.89966666666663
16,2021,연말연시,1,D+2,6,서울,부산,253.311
17,2021,연말연시,1,D+2,6,서울,부산,267.111
18,2021,연말연시,1,D+2,6,서울,부산,299.3245
19,2021,연말연시,1,D+2,6,서울,부산,257.816
20,2021,연말연시,1,D+2,6,서울,부산,247.983
21,2021,연말연시,1,D+2,6,서울,부산,248.333
2,2021,연말연시,1,D+3,7,서울,부산,218.85
4,2021,연말연시,1,D+3,7,서울,부산,
7,2021,연말연시,1,D+3,7,서울,부산,255.283
8,2021,연말연시,1,D+3,7,서울,부산,259.716
9,2021,연말연시,1,D+3,7,서울,부산,261.083
10,2021,연말연시,1,D+3,7,서울,부산,262.45
11,2021,연말연시,1,D+3,7,서울,부산,257.008
12,2021,연말연시,1,D+3,7,서울,부산,258.233
13,2021,연말연시,1,D+3,7,서울,부산,253.0165
14,2021,연말연시,1,D+3,7,서울,부산,252.5915
15,2021,연말연시,1,D+3,7,서울,부산,249.4495
16,2021,연말연시,1,D+3,7,서울,부산,245.9915
17,2021,연말연시,1,D+3,7,서울,부산,243.4995
18,2021,연말연시,1,D+3,7,서울,부산,243.772
19,2021,연말연시,1,D+3,7,서울,부산,238.158
20,2021,연말연시,1,D+3,7,서울,부산,237.75
21,2021,연말연시,1,D+3,7,서울,부산,241.866
22,2021,연말연시,1,D+3,7,서울,부산,244.225
23,2021,연말연시,1,D+3,7,서울,부산,236.016
0,2021,설날,2,D-3,1,서울,부산,249.05
1,2021,설날,2,D-3,1,서울,부산,249.1
2,2021,설날,2,D-3,1,서울,부산,249.15
3,2021,설날,2,D-3,1,서울,부산,
4,2021,설날,2,D-3,1,서울,부산,
5,2021,설날,2,D-3,1,서울,부산,292.066
6,2021,설날,2,D-3,1,서울,부산,273.616
7,2021,설날,2,D-3,1,서울,부산,288.05
8,2021,설날,2,D-3,1,서울,부산,277.783
9,2021,설날,2,D-3,1,서울,부산,265.991
10,2021,설날,2,D-3,1,서울,부산,275.766
11,2021,설날,2,D-3,1,서울,부산,283.183
12,2021,설날,2,D-3,1,서울,부산,273.633
13,2021,설날,2,D-3,1,서울,부산,270.1495
14,2021,설날,2,D-3,1,서울,부산,267.95
15,2021,설날,2,D-3,1,서울,부산,270.5495
16,2021,설날,2,D-3,1,서울,부산,276.9915
17,2021,설날,2,D-3,1,서울,부산,275.4915
18,2021,설날,2,D-3,1,서울,부산,272.4
19,2021,설날,2,D-3,1,서울,부산,268.77166666666665
20,2021,설날,2,D-3,1,서울,부산,263.516
21,2021,설날,2,D-3,1,서울,부산,268.05
22,2021,설날,2,D-3,1,서울,부산,265.033
23,2021,설날,2,D-3,1,서울,부산,269.466
0,2021,설날,2,D-2,2,서울,부산,262.2415
1,2021,설날,2,D-2,2,서울,부산,271.2245
2,2021,설날,2,D-2,2,서울,부산,268.933
3,2021,설날,2,D-2,2,서울,부산,270.266
4,2021,설날,2,D-2,2,서울,부산,272.0443333333333
5,2021,설날,2,D-2,2,서울,부산,274.133
6,2021,설날,2,D-2,2,서울,부산,268.84433333333334
7,2021,설날,2,D-2,2,서울,부산,268.8163333333333
8,2021,설날,2,D-2,2,서울,부산,280.6
9,2021,설날,2,D-2,2,서울,부산,265.16066666666666
10,2021,설날,2,D-2,2,서울,부산,256.541
11,2021,설날,2,D-2,2,서울,부산,272.88266666666664
12,2021,설날,2,D-2,2,서울,부산,279.8665
13,2021,설날,2,D-2,2,서울,부산,294.3245
14,2021,설날,2,D-2,2,서울,부산,297.6665
15,2021,설날,2,D-2,2,서울,부산,294.8716666666666
16,2021,설날,2,D-2,2,서울,부산,317.125
17,2021,설날,2,D-2,2,서울,부산,313.6
18,2021,설날,2,D-2,2,서울,부산,321.2245
19,2021,설날,2,D-2,2,서울,부산,324.066
20,2021,설날,2,D-2,2,서울,부산,328.15
21,2021,설날,2,D-2,2,서울,부산,342.25
22,2021,설날,2,D-2,2,서울,부산,344.583
23,2021,설날,2,D-2,2,서울,부산,347.683
0,2021,설날,2,D-1,3,서울,부산,231.6415
1,2021,설날,2,D-1,3,서울,부산,242.8915
2,2021,설날,2,D-1,3,서울,부산,249.933
3,2021,설날,2,D-1,3,서울,부산,253.93866666666665
4,2021,설날,2,D-1,3,서울,부산,257.97166666666664
5,2021,설날,2,D-1,3,서울,부산,267.5165
6,2021,설날,2,D-1,3,서울,부산,286.372
7,2021,설날,2,D-1,3,서울,부산,290.82733333333334
8,2021,설날,2,D-1,3,서울,부산,283.0996666666666
9,2021,설날,2,D-1,3,서울,부산,319.3773333333333
10,2021,설날,2,D-1,3,서울,부산,319.11066666666665
11,2021,설날,2,D-1,3,서울,부산,320.91633333333334
12,2021,설날,2,D-1,3,서울,부산,325.572
13,2021,설날,2,D-1,3,서울,부산,322.23866666666663
14,2021,설날,2,D-1,3,서울,부산,315.658
15,2021,설날,2,D-1,3,서울,부산,323.98725
16,2021,설날,2,D-1,3,서울,부산,319.3665
17,2021,설날,2,D-1,3,서울,부산,327.14966666666663
18,2021,설날,2,D-1,3,서울,부산,298.47475
19,2021,설날,2,D-1,3,서울,부산,303.37766666666664
20,2021,설날,2,D-1,3,서울,부산,280.8553333333333
21,2021,설날,2,D-1,3,서울,부산,279.783
22,2021,설날,2,D-1,3,서울,부산,253.033
23,2021,설날,2,D-1,3,서울,부산,254.75
0,2021,설날,2,D,4,서울,부산,369.9665
1,2021,설날,2,D,4,서울,부산,243.5
2,2021,설날,2,D,4,서울,부산,240.7665
3,2021,설날,2,D,4,서울,부산,242.058
4,2021,설날,2,D,4,서울,부산,246.2415
5,2021,설날,2,D,4,서울,부산,242.2415
6,2021,설날,2,D,4,서울,부산,244.491
7,2021,설날,2,D,4,서울,부산,242.9495
8,2021,설날,2,D,4,서울,부산,239.0495
9,2021,설날,2,D,4,서울,부산,252.5665
10,2021,설날,2,D,4,서울,부산,254.48833333333332
11,2021,설날,2,D,4,서울,부산,266.8495
12,2021,설날,2,D,4,서울,부산,272.0415
13,2021,설날,2,D,4,서울,부산,280.7245
14,2021,설날,2,D,4,서울,부산,268.644
15,2021,설날,2,D,4,서울,부산,282.541
16,2021,설날,2,D,4,서울,부산,287.633
17,2021,설날,2,D,4,서울,부산,282.983
18,2021,설날,2,D,4,서울,부산,276.5
19,2021,설날,2,D,4,서울,부산,268.8915
20,2021,설날,2,D,4,서울,부산,283.75
21,2021,설날,2,D,4,서울,부산,269.35
22,2021,설날,2,D,4,서울,부산,257.016
23,2021,설날,2,D,4,서울,부산,250.833
0,2021,설날,2,D+1,5,서울,부산,227.2
1,2021,설날,2,D+1,5,서울,부산,206.675
2,2021,설날,2,D+1,5,서울,부산,206.7915
3,2021,설날,2,D+1,5,서울,부산,215.2415
4,2021,설날,2,D+1,5,서울,부산,214.1745
5,2021,설날,2,D+1,5,서울,부산,218.95
6,2021,설날,2,D+1,5,서울,부산,220.4245
7,2021,설날,2,D+1,5,서울,부산,241.53866666666664
8,2021,설날,2,D+1,5,서울,부산,233.633
9,2021,설날,2,D+1,5,서울,부산,237.575
10,2021,설날,2,D+1,5,서울,부산,249.091
11,2021,설날,2,D+1,5,서울,부산,261.361
12,2021,설날,2,D+1,5,서울,부산,255.8745
13,2021,설날,2,D+1,5,서울,부산,256.491
14,2021,설날,2,D+1,5,서울,부산,262.7665
15,2021,설날,2,D+1,5,서울,부산,260.808
16,2021,설날,2,D+1,5,서울,부산,264.7495
17,2021,설날,2,D+1,5,서울,부산,260.1745
18,2021,설날,2,D+1,5,서울,부산,257.683
19,2021,설날,2,D+1,5,서울,부산,282.183
20,2021,설날,2,D+1,5,서울,부산,269.416
21,2021,설날,2,D+1,5,서울,부산,262.966
22,2021,설날,2,D+1,5,서울,부산,258.8
23,2021,설날,2,D+1,5,서울,부산,259.033
0,2021,설날,2,D+2,6,서울,부산,217.583
1,2021,설날,2,D+2,6,서울,부산,221.833
2,2021,설날,2,D+2,6,서울,부산,
3,2021,설날,2,D+2,6,서울,부산,241.116
4,2021,설날,2,D+2,6,서울,부산,238.566
5,2021,설날,2,D+2,6,서울,부산,235.366
6,2021,설날,2,D+2,6,서울,부산,232.15
7,2021,설날,2,D+2,6,서울,부산,242.366
8,2021,설날,2,D+2,6,서울,부산,257.383
9,2021,설날,2,D+2,6,서울,부산,249.2415
10,2021,설날,2,D+2,6,서울,부산,246.125
11,2021,설날,2,D+2,6,서울,부산,249.716
12,2021,설날,2,D+2,6,서울,부산,260.4245
13,2021,설날,2,D+2,6,서울,부산,265.6665
14,2021,설날,2,D+2,6,서울,부산,270.958
15,2021,설날,2,D+2,6,서울,부산,270.516
16,2021,설날,2,D+2,6,서울,부산,254.105
17,2021,설날,2,D+2,6,서울,부산,274.4745
18,2021,설날,2,D+2,6,서울,부산,283.933
19,2021,설날,2,D+2,6,서울,부산,282.083
20,2021,설날,2,D+2,6,서울,부산,249.841
21,2021,설날,2,D+2,6,서울,부산,273.483
22,2021,설날,2,D+2,6,서울,부산,271.433
0,2021,설날,2,D+3,7,서울,부산,218.908
1,2021,설날,2,D+3,7,서울,부산,226.9245
2,2021,설날,2,D+3,7,서울,부산,234.5745
3,2021,설날,2,D+3,7,서울,부산,237.591
4,2021,설날,2,D+3,7,서울,부산,240.708
5,2021,설날,2,D+3,7,서울,부산,243.816
6,2021,설날,2,D+3,7,서울,부산,252.9245
7,2021,설날,2,D+3,7,서울,부산,260.333
8,2021,설날,2,D+3,7,서울,부산,261.683
9,2021,설날,2,D+3,7,서울,부산,264.683
10,2021,설날,2,D+3,7,서울,부산,271.116
11,2021,설날,2,D+3,7,서울,부산,278.333
12,2021,설날,2,D+3,7,서울,부산,279.883
13,2021,설날,2,D+3,7,서울,부산,278.7245
14,2021,설날,2,D+3,7,서울,부산,271.108
15,2021,설날,2,D+3,7,서울,부산,279.733
16,2021,설날,2,D+3,7,서울,부산,278.3163333333333
17,2021,설날,2,D+3,7,서울,부산,276.416
18,2021,설날,2,D+3,7,서울,부산,282.133
19,2021,설날,2,D+3,7,서울,부산,283.983
20,2021,설날,2,D+3,7,서울,부산,285.816
21,2021,설날,2,D+3,7,서울,부산,278.666
0,2021,추석,3,D-3,1,서울,부산,257.0415
1,2021,추석,3,D-3,1,서울,부산,260.9995
2,2021,추석,3,D-3,1,서울,부산,259.4245
3,2021,추석,3,D-3,1,서울,부산,253.7415
4,2021,추석,3,D-3,1,서울,부산,254.716
5,2021,추석,3,D-3,1,서울,부산,262.1495
6,2021,추석,3,D-3,1,서울,부산,276.0745
7,2021,추석,3,D-3,1,서울,부산,294.591
8,2021,추석,3,D-3,1,서울,부산,292.133
9,2021,추석,3,D-3,1,서울,부산,302.983
10,2021,추석,3,D-3,1,서울,부산,322.025
11,2021,추석,3,D-3,1,서울,부산,348.4216666666666
12,2021,추석,3,D-3,1,서울,부산,345.41633333333334
13,2021,추석,3,D-3,1,서울,부산,352.6443333333333
14,2021,추석,3,D-3,1,서울,부산,358.8773333333333
15,2021,추석,3,D-3,1,서울,부산,359.2826666666666
16,2021,추석,3,D-3,1,서울,부산,345.61633333333333
17,2021,추석,3,D-3,1,서울,부산,353.78725
18,2021,추석,3,D-3,1,서울,부산,345.937
19,2021,추석,3,D-3,1,서울,부산,341.2163333333333
20,2021,추석,3,D-3,1,서울,부산,357.391
21,2021,추석,3,D-3,1,서울,부산,348.308
22,2021,추석,3,D-3,1,서울,부산,340.375
23,2021,추석,3,D-3,1,서울,부산,324.8245
0,2021,추석,3,D-2,2,서울,부산,290.9
1,2021,추석,3,D-2,2,서울,부산,277.3665
2,2021,추석,3,D-2,2,서울,부산,264.1216666666666
3,2021,추석,3,D-2,2,서울,부산,268.2663333333333
4,2021,추석,3,D-2,2,서울,부산,266.56066666666663
5,2021,추석,3,D-2,2,서울,부산,307.14966666666663
6,2021,추석,3,D-2,2,서울,부산,293.872
7,2021,추석,3,D-2,2,서울,부산,289.944
8,2021,추석,3,D-2,2,서울,부산,293.35
9,2021,추석,3,D-2,2,서울,부산,300.8415
10,2021,추석,3,D-2,2,서울,부산,309.433
11,2021,추석,3,D-2,2,서울,부산,323.833
12,2021,추석,3,D-2,2,서울,부산,332.2495
13,2021,추석,3,D-2,2,서울,부산,343.5995
14,2021,추석,3,D-2,2,서울,부산,346.891
15,2021,추석,3,D-2,2,서울,부산,374.52166666666665
16,2021,추석,3,D-2,2,서울,부산,341.9665
17,2021,추석,3,D-2,2,서울,부산,341.8415
18,2021,추석,3,D-2,2,서울,부산,344.958
19,2021,추석,3,D-2,2,서울,부산,335.5915
20,2021,추석,3,D-2,2,서울,부산,368.25
21,2021,추석,3,D-2,2,서울,부산,345.466
22,2021,추석,3,D-2,2,서울,부산,381.3165
23,2021,추석,3,D-2,2,서울,부산,312.3
0,2021,추석,3,D-1,3,서울,부산,228.716
1,2021,추석,3,D-1,3,서울,부산,240.875
2,2021,추석,3,D-1,3,서울,부산,243.633
3,2021,추석,3,D-1,3,서울,부산,242.0165
4,2021,추석,3,D-1,3,서울,부산,254.07766666666663
5,2021,추석,3,D-1,3,서울,부산,248.641
6,2021,추석,3,D-1,3,서울,부산,251.1495
7,2021,추석,3,D-1,3,서울,부산,255.8245
8,2021,추석,3,D-1,3,서울,부산,261.233
9,2021,추석,3,D-1,3,서울,부산,275.872
10,2021,추석,3,D-1,3,서울,부산,288.558
11,2021,추석,3,D-1,3,서울,부산,294.608
12,2021,추석,3,D-1,3,서울,부산,296.066
13,2021,추석,3,D-1,3,서울,부산,295.425
14,2021,추석,3,D-1,3,서울,부산,296.583
15,2021,추석,3,D-1,3,서울,부산,297.0495
16,2021,추석,3,D-1,3,서울,부산,303.2165
17,2021,추석,3,D-1,3,서울,부산,298.9915
18,2021,추석,3,D-1,3,서울,부산,287.533
19,2021,추석,3,D-1,3,서울,부산,274.0245
20,2021,추석,3,D-1,3,서울,부산,264.8665
21,2021,추석,3,D-1,3,서울,부산,264.5
22,2021,추석,3,D-1,3,서울,부산,274.6
23,2021,추석,3,D-1,3,서울,부산,246.266
0,2021,추석,3,D,4,서울,부산,219.458
1,2021,추석,3,D,4,서울,부산,239.0665
2,2021,추석,3,D,4,서울,부산,248.5165
3,2021,추석,3,D,4,서울,부산,271.52875
4,2021,추석,3,D,4,서울,부산,252.408
5,2021,추석,3,D,4,서울,부산,267.88866666666667
6,2021,추석,3,D,4,서울,부산,282.194
7,2021,추석,3,D,4,서울,부산,290.625
8,2021,추석,3,D,4,서울,부산,303.416
9,2021,추석,3,D,4,서울,부산,294.8745
10,2021,추석,3,D,4,서울,부산,301.0
11,2021,추석,3,D,4,서울,부산,326.558
12,2021,추석,3,D,4,서울,부산,345.9995
13,2021,추석,3,D,4,서울,부산,348.42766666666665
14,2021,추석,3,D,4,서울,부산,369.9495
15,2021,추석,3,D,4,서울,부산,359.2415
16,2021,추석,3,D,4,서울,부산,345.858
17,2021,추석,3,D,4,서울,부산,337.7245
18,2021,추석,3,D,4,서울,부산,327.9995
19,2021,추석,3,D,4,서울,부산,319.0333333333333
20,2021,추석,3,D,4,서울,부산,348.916
21,2021,추석,3,D,4,서울,부산,303.5
22,2021,추석,3,D,4,서울,부산,286.183
23,2021,추석,3,D,4,서울,부산,279.633
0,2021,추석,3,D+1,5,서울,부산,269.3
1,2021,추석,3,D+1,5,서울,부산,266.283
2,2021,추석,3,D+1,5,서울,부산,263.25
3,2021,추석,3,D+1,5,서울,부산,256.383
4,2021,추석,3,D+1,5,서울,부산,265.983
5,2021,추석,3,D+1,5,서울,부산,240.2995
6,2021,추석,3,D+1,5,서울,부산,237.783
7,2021,추석,3,D+1,5,서울,부산,268.016
8,2021,추석,3,D+1,5,서울,부산,242.083
9,2021,추석,3,D+1,5,서울,부산,248.358
10,2021,추석,3,D+1,5,서울,부산,247.9995
11,2021,추석,3,D+1,5,서울,부산,259.866
12,2021,추석,3,D+1,5,서울,부산,262.16633333333334
13,2021,추석,3,D+1,5,서울,부산,266.358
14,2021,추석,3,D+1,5,서울,부산,270.541
15,2021,추석,3,D+1,5,서울,부산,273.558
16,2021,추석,3,D+1,5,서울,부산,258.74966666666666
17,2021,추석,3,D+1,5,서울,부산,276.816
18,2021,추석,3,D+1,5,서울,부산,269.5415
19,2021,추석,3,D+1,5,서울,부산,267.333
20,2021,추석,3,D+1,5,서울,부산,250.208
21,2021,추석,3,D+1,5,서울,부산,277.483
22,2021,추석,3,D+1,5,서울,부산,270.683
23,2021,추석,3,D+1,5,서울,부산,263.866
0,2021,추석,3,D+2,6,서울,부산,225.483
5,2021,추석,3,D+2,6,서울,부산,
6,2021,추석,3,D+2,6,서울,부산,227.116
7,2021,추석,3,D+2,6,서울,부산,236.983
8,2021,추석,3,D+2,6,서울,부산,218.4
9,2021,추석,3,D+2,6,서울,부산,215.458
10,2021,추석,3,D+2,6,서울,부산,225.9495
11,2021,추석,3,D+2,6,서울,부산,236.3245
12,2021,추석,3,D+2,6,서울,부산,240.983
13,2021,추석,3,D+2,6,서울,부산,243.108
14,2021,추석,3,D+2,6,서울,부산,249.094
15,2021,추석,3,D+2,6,서울,부산,259.14966666666663
16,2021,추석,3,D+2,6,서울,부산,263.1665
17,2021,추석,3,D+2,6,서울,부산,243.616
18,2021,추석,3,D+2,6,서울,부산,254.216
19,2021,추석,3,D+2,6,서울,부산,256.516
20,2021,추석,3,D+2,6,서울,부산,258.8
21,2021,추석,3,D+2,6,서울,부산,265.433
22,2021,추석,3,D+2,6,서울,부산,300.65
0,2021,추석,3,D+3,7,서울,부산,233.333
1,2021,추석,3,D+3,7,서울,부산,293.716
2,2021,추석,3,D+3,7,서울,부산,281.9
3,2021,추석,3,D+3,7,서울,부산,270.1
4,2021,추석,3,D+3,7,서울,부산,258.283
5,2021,추석,3,D+3,7,서울,부산,246.466
6,2021,추석,3,D+3,7,서울,부산,253.183
7,2021,추석,3,D+3,7,서울,부산,266.566
8,2021,추석,3,D+3,7,서울,부산,269.316
9,2021,추석,3,D+3,7,서울,부산,266.5495
10,2021,추석,3,D+3,7,서울,부산,264.2165
11,2021,추석,3,D+3,7,서울,부산,269.641
12,2021,추석,3,D+3,7,서울,부산,271.266
13,2021,추석,3,D+3,7,서울,부산,266.3415
14,2021,추석,3,D+3,7,서울,부산,263.083
15,2021,추석,3,D+3,7,서울,부산,272.441
16,2021,추석,3,D+3,7,서울,부산,271.983
17,2021,추석,3,D+3,7,서울,부산,279.772
18,2021,추석,3,D+3,7,서울,부산,277.775
