,시간,연도,연휴,구분일,도시,소요시간(분)
1368,10,2020,추석,D-1,서울,310.991500000000000000000000
1369,11,2020,추석,D-1,서울,315.333000000000000000000000
1370,12,2020,추석,D-1,서울,316.005333333333333333333333
1371,13,2020,추석,D-1,서울,326.299500000000000000000000
1372,14,2020,추석,D-1,서울,320.058000000000000000000000
1373,15,2020,추석,D-1,서울,320.341500000000000000000000
1374,16,2020,추석,D-1,서울,313.624500000000000000000000
1375,17,2020,추석,D-1,서울,309.758000000000000000000000
1376,18,2020,추석,D-1,서울,304.944333333333333333333333
1377,19,2020,추석,D-1,서울,288.499500000000000000000000
1378,20,2020,추석,D-1,서울,267.258000000000000000000000
1379,21,2020,추석,D-1,서울,288.766000000000000000000000
1380,22,2020,추석,D-1,서울,279.483000000000000000000000
1381,23,2020,추석,D-1,서울,259.666000000000000000000000
1382,00,2020,추석,D,서울,262.441500000000000000000000
1383,01,2020,추석,D,서울,258.699500000000000000000000
1384,02,2020,추석,D,서울,252.091500000000000000000000
1385,03,2020,추석,D,서울,250.033000000000000000000000
1386,04,2020,추석,D,서울,248.383000000000000000000000
1387,05,2020,추석,D,서울,263.216000000000000000000000
1388,06,2020,추석,D,서울,255.341500000000000000000000
1389,07,2020,추석,D,서울,252.749500000000000000000000
1390,08,2020,추석,D,서울,251.374500000000000000000000
1391,09,2020,추석,D,서울,255.791500000000000000000000
1392,10,2020,추석,D,서울,262.358000000000000000000000
1393,11,2020,추석,D,서울,268.324500000000000000000000
1394,12,2020,추석,D,서울,271.325000000000000000000000
1395,13,2020,추석,D,서울,274.016500000000000000000000
1396,14,2020,추석,D,서울,275.891000000000000000000000
1397,15,2020,추석,D,서울,279.733000000000000000000000
1398,16,2020,추석,D,서울,278.425000000000000000000000
1399,17,2020,추석,D,서울,280.658000000000000000000000
1400,18,2020,추석,D,서울,280.241000000000000000000000
1401,19,2020,추석,D,서울,271.816500000000000000000000
1402,20,2020,추석,D,서울,261.975000000000000000000000
1403,21,2020,추석,D,서울,278.450000000000000000000000
1404,22,2020,추석,D,서울,260.733000000000000000000000
1405,23,2020,추석,D,서울,243.966000000000000000000000
1406,00,2020,추석,D+1,서울,346.891000000000000000000000
1407,01,2020,추석,D+1,서울,304.875000000000000000000000
1408,02,2020,추석,D+1,서울,297.816500000000000000000000
1409,03,2020,추석,D+1,서울,294.566000000000000000000000
1410,04,2020,추석,D+1,서울,278.808000000000000000000000
1411,05,2020,추석,D+1,서울,266.358000000000000000000000
1412,06,2020,추석,D+1,서울,266.205000000000000000000000
1413,07,2020,추석,D+1,서울,266.766666666666666666666666
1414,08,2020,추석,D+1,서울,261.816500000000000000000000
1415,09,2020,추석,D+1,서울,262.808000000000000000000000
1416,10,2020,추석,D+1,서울,262.533000000000000000000000
1417,11,2020,추석,D+1,서울,266.849666666666666666666666
1418,12,2020,추석,D+1,서울,265.271666666666666666666666
1419,13,2020,추석,D+1,서울,260.325000000000000000000000
1420,14,2020,추석,D+1,서울,262.333000000000000000000000
1421,15,2020,추석,D+1,서울,264.125000000000000000000000
1422,16,2020,추석,D+1,서울,267.341500000000000000000000
1423,17,2020,추석,D+1,서울,271.008000000000000000000000
1424,18,2020,추석,D+1,서울,268.391000000000000000000000
1425,19,2020,추석,D+1,서울,270.766000000000000000000000
1426,20,2020,추석,D+1,서울,268.650000000000000000000000
1427,21,2020,추석,D+1,서울,274.166000000000000000000000
1428,22,2020,추석,D+1,서울,260.216000000000000000000000
1429,01,2020,추석,D+2,서울,254.999500000000000000000000
1430,02,2020,추석,D+2,서울,247.733000000000000000000000
1431,03,2020,추석,D+2,서울,263.741000000000000000000000
1432,04,2020,추석,D+2,서울,263.175000000000000000000000
1433,05,2020,추석,D+2,서울,262.608000000000000000000000
1434,06,2020,추석,D+2,서울,261.149500000000000000000000
1435,07,2020,추석,D+2,서울,257.349500000000000000000000
1436,08,2020,추석,D+2,서울,254.758000000000000000000000
1437,09,2020,추석,D+2,서울,253.516500000000000000000000
1438,10,2020,추석,D+2,서울,254.633000000000000000000000
1439,11,2020,추석,D+2,서울,250.824500000000000000000000
1440,12,2020,추석,D+2,서울,254.958000000000000000000000
1441,13,2020,추석,D+2,서울,255.491500000000000000000000
1442,14,2020,추석,D+2,서울,252.249500000000000000000000
1443,15,2020,추석,D+2,서울,252.625000000000000000000000
1444,16,2020,추석,D+2,서울,256.124500000000000000000000
1445,17,2020,추석,D+2,서울,251.333000000000000000000000
1446,18,2020,추석,D+2,서울,240.554000000000000000000000
1447,19,2020,추석,D+2,서울,242.977333333333333333333333
1448,20,2020,추석,D+2,서울,250.066000000000000000000000
1449,21,2020,추석,D+2,서울,243.433000000000000000000000
1450,22,2020,추석,D+2,서울,233.188666666666666666666666
1451,23,2020,추석,D+2,서울,240.116000000000000000000000
1452,00,2020,추석,D+3,서울,345.433000000000000000000000
1453,01,2020,추석,D+3,서울,298.250000000000000000000000
1454,02,2020,추석,D+3,서울,318.633000000000000000000000
1455,03,2020,추석,D+3,서울,339.000000000000000000000000
1456,04,2020,추석,D+3,서울,259.299500000000000000000000
1457,05,2020,추석,D+3,서울,278.616000000000000000000000
1458,06,2020,추석,D+3,서울,313.383000000000000000000000
1459,07,2020,추석,D+3,서울,308.308000000000000000000000
1460,08,2020,추석,D+3,서울,322.408000000000000000000000
1461,09,2020,추석,D+3,서울,299.358000000000000000000000
1462,10,2020,추석,D+3,서울,353.216500000000000000000000
1463,11,2020,추석,D+3,서울,325.299500000000000000000000
1464,12,2020,추석,D+3,서울,310.774500000000000000000000
1465,13,2020,추석,D+3,서울,296.258000000000000000000000
1466,14,2020,추석,D+3,서울,280.233000000000000000000000
1467,15,2020,추석,D+3,서울,279.991500000000000000000000
1468,16,2020,추석,D+3,서울,270.291500000000000000000000
1469,17,2020,추석,D+3,서울,266.299500000000000000000000
1470,18,2020,추석,D+3,서울,259.791500000000000000000000
1471,19,2020,추석,D+3,서울,284.655333333333333333333333
1472,20,2020,추석,D+3,서울,273.183000000000000000000000
1473,21,2020,추석,D+3,서울,265.833000000000000000000000
1474,22,2020,추석,D+3,서울,266.183000000000000000000000
1475,23,2020,추석,D+3,서울,260.450000000000000000000000
1728,00,2021,추석,D-3,서울,257.041500000000000000000000
1729,01,2021,추석,D-3,서울,260.999500000000000000000000
1730,02,2021,추석,D-3,서울,259.424500000000000000000000
1731,03,2021,추석,D-3,서울,253.741500000000000000000000
1732,04,2021,추석,D-3,서울,254.716000000000000000000000
1733,05,2021,추석,D-3,서울,262.149500000000000000000000
1734,06,2021,추석,D-3,서울,276.074500000000000000000000
1735,07,2021,추석,D-3,서울,294.591000000000000000000000
1736,08,2021,추석,D-3,서울,292.133000000000000000000000
1737,09,2021,추석,D-3,서울,302.983000000000000000000000
1738,10,2021,추석,D-3,서울,322.025000000000000000000000
1739,11,2021,추석,D-3,서울,348.421666666666666666666666
1740,12,2021,추석,D-3,서울,345.416333333333333333333333
1741,13,2021,추석,D-3,서울,352.644333333333333333333333
1742,14,2021,추석,D-3,서울,358.877333333333333333333333
1743,15,2021,추석,D-3,서울,359.282666666666666666666666
1744,16,2021,추석,D-3,서울,345.616333333333333333333333
1745,17,2021,추석,D-3,서울,353.787250000000000000000000
1746,18,2021,추석,D-3,서울,345.937000000000000000000000
1747,19,2021,추석,D-3,서울,341.216333333333333333333333
1748,20,2021,추석,D-3,서울,357.391000000000000000000000
1749,21,2021,추석,D-3,서울,348.308000000000000000000000
1750,22,2021,추석,D-3,서울,340.375000000000000000000000
1751,23,2021,추석,D-3,서울,324.824500000000000000000000
1752,00,2021,추석,D-2,서울,290.900000000000000000000000
1753,01,2021,추석,D-2,서울,277.366500000000000000000000
1754,02,2021,추석,D-2,서울,264.121666666666666666666666
1755,03,2021,추석,D-2,서울,268.266333333333333333333333
1756,04,2021,추석,D-2,서울,266.560666666666666666666666
1757,05,2021,추석,D-2,서울,307.149666666666666666666666
1758,06,2021,추석,D-2,서울,293.872000000000000000000000
1759,07,2021,추석,D-2,서울,289.944000000000000000000000
1760,08,2021,추석,D-2,서울,293.350000000000000000000000
1761,09,2021,추석,D-2,서울,300.841500000000000000000000
1762,10,2021,추석,D-2,서울,309.433000000000000000000000
1763,11,2021,추석,D-2,서울,323.833000000000000000000000
1764,12,2021,추석,D-2,서울,332.249500000000000000000000
1765,13,2021,추석,D-2,서울,343.599500000000000000000000
1766,14,2021,추석,D-2,서울,346.891000000000000000000000
1767,15,2021,추석,D-2,서울,374.521666666666666666666666
1768,16,2021,추석,D-2,서울,341.966500000000000000000000
1769,17,2021,추석,D-2,서울,341.841500000000000000000000
1770,18,2021,추석,D-2,서울,344.958000000000000000000000
1771,19,2021,추석,D-2,서울,335.591500000000000000000000
1772,20,2021,추석,D-2,서울,368.250000000000000000000000
1773,21,2021,추석,D-2,서울,345.466000000000000000000000
1774,22,2021,추석,D-2,서울,381.316500000000000000000000
1775,23,2021,추석,D-2,서울,312.300000000000000000000000
1776,00,2021,추석,D-1,서울,228.716000000000000000000000
1777,01,2021,추석,D-1,서울,240.875000000000000000000000
1778,02,2021,추석,D-1,서울,243.633000000000000000000000
1779,03,2021,추석,D-1,서울,242.016500000000000000000000
1780,04,2021,추석,D-1,서울,254.077666666666666666666666
1781,05,2021,추석,D-1,서울,248.641000000000000000000000
1782,06,2021,추석,D-1,서울,251.149500000000000000000000
1783,07,2021,추석,D-1,서울,255.824500000000000000000000
1784,08,2021,추석,D-1,서울,261.233000000000000000000000
1785,09,2021,추석,D-1,서울,275.872000000000000000000000
1786,10,2021,추석,D-1,서울,288.558000000000000000000000
1787,11,2021,추석,D-1,서울,294.608000000000000000000000
1788,12,2021,추석,D-1,서울,296.066000000000000000000000
1789,13,2021,추석,D-1,서울,295.425000000000000000000000
1790,14,2021,추석,D-1,서울,296.583000000000000000000000
1791,15,2021,추석,D-1,서울,297.049500000000000000000000
1792,16,2021,추석,D-1,서울,303.216500000000000000000000
1793,17,2021,추석,D-1,서울,298.991500000000000000000000
1794,18,2021,추석,D-1,서울,287.533000000000000000000000
1795,19,2021,추석,D-1,서울,274.024500000000000000000000
1796,20,2021,추석,D-1,서울,264.866500000000000000000000
1797,21,2021,추석,D-1,서울,264.500000000000000000000000
1798,22,2021,추석,D-1,서울,274.600000000000000000000000
1799,23,2021,추석,D-1,서울,246.266000000000000000000000
1800,00,2021,추석,D,서울,219.458000000000000000000000
1801,01,2021,추석,D,서울,239.066500000000000000000000
1802,02,2021,추석,D,서울,248.516500000000000000000000
1803,03,2021,추석,D,서울,271.528750000000000000000000
1804,04,2021,추석,D,서울,252.408000000000000000000000
1805,05,2021,추석,D,서울,267.888666666666666666666666
1806,06,2021,추석,D,서울,282.194000000000000000000000
1807,07,2021,추석,D,서울,290.625000000000000000000000
1808,08,2021,추석,D,서울,303.416000000000000000000000
1809,09,2021,추석,D,서울,294.874500000000000000000000
1810,10,2021,추석,D,서울,301.000000000000000000000000
1811,11,2021,추석,D,서울,326.558000000000000000000000
1812,12,2021,추석,D,서울,345.999500000000000000000000
1813,13,2021,추석,D,서울,348.427666666666666666666666
1814,14,2021,추석,D,서울,369.949500000000000000000000
1815,15,2021,추석,D,서울,359.241500000000000000000000
1816,16,2021,추석,D,서울,345.858000000000000000000000
1817,17,2021,추석,D,서울,337.724500000000000000000000
1818,18,2021,추석,D,서울,327.999500000000000000000000
1819,19,2021,추석,D,서울,319.033333333333333333333333
1820,20,2021,추석,D,서울,348.916000000000000000000000
1821,21,2021,추석,D,서울,303.500000000000000000000000
1822,22,2021,추석,D,서울,286.183000000000000000000000
1823,23,2021,추석,D,서울,279.633000000000000000000000
1824,00,2021,추석,D+1,서울,269.300000000000000000000000
1825,01,2021,추석,D+1,서울,266.283000000000000000000000
1826,02,2021,추석,D+1,서울,263.250000000000000000000000
1827,03,2021,추석,D+1,서울,256.383000000000000000000000
1828,04,2021,추석,D+1,서울,265.983000000000000000000000
1829,05,2021,추석,D+1,서울,240.299500000000000000000000
1830,06,2021,추석,D+1,서울,237.783000000000000000000000
1831,07,2021,추석,D+1,서울,268.016000000000000000000000
1832,08,2021,추석,D+1,서울,242.083000000000000000000000
1833,09,2021,추석,D+1,서울,248.358000000000000000000000
1834,10,2021,추석,D+1,서울,247.999500000000000000000000
1835,11,2021,추석,D+1,서울,259.866000000000000000000000
1836,12,2021,추석,D+1,서울,262.166333333333333333333333
1837,13,2021,추석,D+1,서울,266.358000000000000000000000
1838,14,2021,추석,D+1,서울,270.541000000000000000000000
1839,15,2021,추석,D+1,서울,273.558000000000000000000000
1840,16,2021,추석,D+1,서울,258.749666666666666666666666
1841,17,2021,추석,D+1,서울,276.816000000000000000000000
1842,18,2021,추석,D+1,서울,269.541500000000000000000000
1843,19,2021,추석,D+1,서울,267.333000000000000000000000
1844,20,2021,추석,D+1,서울,250.208000000000000000000000
1845,21,2021,추석,D+1,서울,277.483000000000000000000000
1846,22,2021,추석,D+1,서울,270.683000000000000000000000
1847,23,2021,추석,D+1,서울,263.866000000000000000000000
1848,00,2021,추석,D+2,서울,225.483000000000000000000000
1849,05,2021,추석,D+2,서울,
1850,06,2021,추석,D+2,서울,227.116000000000000000000000
1851,07,2021,추석,D+2,서울,236.983000000000000000000000
1852,08,2021,추석,D+2,서울,218.400000000000000000000000
1853,09,2021,추석,D+2,서울,215.458000000000000000000000
1854,10,2021,추석,D+2,서울,225.949500000000000000000000
1855,11,2021,추석,D+2,서울,236.324500000000000000000000
1856,12,2021,추석,D+2,서울,240.983000000000000000000000
1857,13,2021,추석,D+2,서울,243.108000000000000000000000
1858,14,2021,추석,D+2,서울,249.094000000000000000000000
1859,15,2021,추석,D+2,서울,259.149666666666666666666666
1860,16,2021,추석,D+2,서울,263.166500000000000000000000
1861,17,2021,추석,D+2,서울,243.616000000000000000000000
1862,18,2021,추석,D+2,서울,254.216000000000000000000000
1863,19,2021,추석,D+2,서울,256.516000000000000000000000
1864,20,2021,추석,D+2,서울,258.800000000000000000000000
1865,21,2021,추석,D+2,서울,265.433000000000000000000000
1866,22,2021,추석,D+2,서울,300.650000000000000000000000
1867,00,2021,추석,D+3,서울,233.333000000000000000000000
1868,01,2021,추석,D+3,서울,293.716000000000000000000000
1869,02,2021,추석,D+3,서울,281.900000000000000000000000
1870,03,2021,추석,D+3,서울,270.100000000000000000000000
1871,04,2021,추석,D+3,서울,258.283000000000000000000000
1872,05,2021,추석,D+3,서울,246.466000000000000000000000
1873,06,2021,추석,D+3,서울,253.183000000000000000000000
1874,07,2021,추석,D+3,서울,266.566000000000000000000000
1875,08,2021,추석,D+3,서울,269.316000000000000000000000
1876,09,2021,추석,D+3,서울,266.549500000000000000000000
1877,10,2021,추석,D+3,서울,264.216500000000000000000000
1878,11,2021,추석,D+3,서울,269.641000000000000000000000
1879,12,2021,추석,D+3,서울,271.266000000000000000000000
1880,13,2021,추석,D+3,서울,266.341500000000000000000000
1881,14,2021,추석,D+3,서울,263.083000000000000000000000
1882,15,2021,추석,D+3,서울,272.441000000000000000000000
1883,16,2021,추석,D+3,서울,271.983000000000000000000000
1884,17,2021,추석,D+3,서울,279.772000000000000000000000
1885,18,2021,추석,D+3,서울,277.775000000000000000000000
1886,19,2021,추석,D+3,서울,286.816000000000000000000000
1887,20,2021,추석,D+3,서울,301.116000000000000000000000
1888,21,2021,추석,D+3,서울,315.433000000000000000000000
1889,22,2021,추석,D+3,서울,329.733000000000000000000000
