,충전소명,충전소ID,충전기ID,충전기타입,주소,상세위치,이용가능시간,lat,long,기관 아이디,기관명,운영기관명,운영기관연락처,충전기상태,상태갱신일시,마지막 충전시작일시,마지막 충전종료일시,충전중 시작일시,,충전용량,충전방식,지역코드,지역구분 상세 코드,충전소 구분 코드,충전소 구분 상세코드,주차료무료,충전소 안내,이용자 제한,이용제한 사유,삭제 여부,삭제 사유
114826,용인동백두산위브더제니스 입주자대표회의,PW013228,19,2,경기도 용인시 기흥구 동백죽전대로 507,,24시간 이용가능,37.28302466,127.15060853,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921095706.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
114827,용인동백두산위브더제니스 입주자대표회의,PW013228,20,2,경기도 용인시 기흥구 동백죽전대로 507,,24시간 이용가능,37.28302466,127.15060853,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921095707.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
114828,용인동백두산위브더제니스 입주자대표회의,PW013228,21,2,경기도 용인시 기흥구 동백죽전대로 507,,24시간 이용가능,37.28302466,127.15060853,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921095707.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115271,하늘채아파트 입주자대표회의,PW013268,1,2,경기도 용인시 기흥구 강남동로 20,,24시간 이용가능,37.269755501,127.12793922,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921141934.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115272,하늘채아파트 입주자대표회의,PW013268,2,2,경기도 용인시 기흥구 강남동로 20,,24시간 이용가능,37.269755501,127.12793922,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921141934.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115273,하늘채아파트 입주자대표회의,PW013268,3,2,경기도 용인시 기흥구 강남동로 20,,24시간 이용가능,37.269755501,127.12793922,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921141934.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115274,하늘채아파트 입주자대표회의,PW013268,4,2,경기도 용인시 기흥구 강남동로 20,,24시간 이용가능,37.269755501,127.12793922,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921141934.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115275,하늘채아파트 입주자대표회의,PW013268,5,2,경기도 용인시 기흥구 강남동로 20,,24시간 이용가능,37.269755501,127.12793922,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921141934.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115276,하늘채아파트 입주자대표회의,PW013268,6,2,경기도 용인시 기흥구 강남동로 20,,24시간 이용가능,37.269755501,127.12793922,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921141935.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115277,하늘채아파트 입주자대표회의,PW013268,7,2,경기도 용인시 기흥구 강남동로 20,,24시간 이용가능,37.269755501,127.12793922,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921141935.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115291,성복역서희스타힐스 입주자대표회의,PW013271,1,2,경기도 용인시 수지구 성복1로 80,,24시간 이용가능,37.315672662,127.07126796,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921095838.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115292,성복역서희스타힐스 입주자대표회의,PW013271,2,2,경기도 용인시 수지구 성복1로 80,,24시간 이용가능,37.315672662,127.07126796,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921095838.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115313,예진마을3차아파트입주자대표회의,PW013275,1,2,경기도 용인시 처인구 한터로152번길 62,,24시간 이용가능,37.244567506,127.23220969,PW,파워큐브,파워큐브코리아,1833-8017,9,20220920100352.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115314,예진마을3차아파트입주자대표회의,PW013275,2,2,경기도 용인시 처인구 한터로152번길 62,,24시간 이용가능,37.244567506,127.23220969,PW,파워큐브,파워큐브코리아,1833-8017,9,20220920100351.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115315,예진마을3차아파트입주자대표회의,PW013275,3,2,경기도 용인시 처인구 한터로152번길 62,,24시간 이용가능,37.244567506,127.23220969,PW,파워큐브,파워큐브코리아,1833-8017,9,20220920100351.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115316,예진마을3차아파트입주자대표회의,PW013275,4,2,경기도 용인시 처인구 한터로152번길 62,,24시간 이용가능,37.244567506,127.23220969,PW,파워큐브,파워큐브코리아,1833-8017,9,20220920100351.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115317,예진마을3차아파트입주자대표회의,PW013275,5,2,경기도 용인시 처인구 한터로152번길 62,,24시간 이용가능,37.244567506,127.23220969,PW,파워큐브,파워큐브코리아,1833-8017,9,20220920100351.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115318,예진마을3차아파트입주자대표회의,PW013275,6,2,경기도 용인시 처인구 한터로152번길 62,,24시간 이용가능,37.244567506,127.23220969,PW,파워큐브,파워큐브코리아,1833-8017,9,20220920100351.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115319,예진마을3차아파트입주자대표회의,PW013275,7,2,경기도 용인시 처인구 한터로152번길 62,,24시간 이용가능,37.244567506,127.23220969,PW,파워큐브,파워큐브코리아,1833-8017,9,20220920100351.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115320,예진마을3차아파트입주자대표회의,PW013275,8,2,경기도 용인시 처인구 한터로152번길 62,,24시간 이용가능,37.244567506,127.23220969,PW,파워큐브,파워큐브코리아,1833-8017,9,20220920100351.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115321,예진마을3차아파트입주자대표회의,PW013275,9,2,경기도 용인시 처인구 한터로152번길 62,,24시간 이용가능,37.244567506,127.23220969,PW,파워큐브,파워큐브코리아,1833-8017,9,20220920100351.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115322,예진마을3차아파트입주자대표회의,PW013275,10,2,경기도 용인시 처인구 한터로152번길 62,,24시간 이용가능,37.244567506,127.23220969,PW,파워큐브,파워큐브코리아,1833-8017,9,20220920100350.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115323,예진마을3차아파트입주자대표회의,PW013275,11,2,경기도 용인시 처인구 한터로152번길 62,,24시간 이용가능,37.244567506,127.23220969,PW,파워큐브,파워큐브코리아,1833-8017,9,20220920100351.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115324,예진마을3차아파트입주자대표회의,PW013275,12,2,경기도 용인시 처인구 한터로152번길 62,,24시간 이용가능,37.244567506,127.23220969,PW,파워큐브,파워큐브코리아,1833-8017,9,20220920100351.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115325,예진마을3차아파트입주자대표회의,PW013275,13,2,경기도 용인시 처인구 한터로152번길 62,,24시간 이용가능,37.244567506,127.23220969,PW,파워큐브,파워큐브코리아,1833-8017,9,20220920100347.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115400,성현마을우미이노스빌2차입주자대표회의,PW013279,1,2,경기도 용인시 수지구 죽전로 143,,24시간 이용가능,37.324899466,127.12396897,PW,파워큐브,파워큐브코리아,1833-8017,1,20220920100632.0,20220915123852.0,20220915123909.0,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115401,성현마을우미이노스빌2차입주자대표회의,PW013279,2,2,경기도 용인시 수지구 죽전로 143,,24시간 이용가능,37.324899466,127.12396897,PW,파워큐브,파워큐브코리아,1833-8017,1,20220920100632.0,20220915123929.0,20220915123946.0,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115402,성현마을우미이노스빌2차입주자대표회의,PW013279,3,2,경기도 용인시 수지구 죽전로 143,,24시간 이용가능,37.324899466,127.12396897,PW,파워큐브,파워큐브코리아,1833-8017,1,20220920100632.0,20220915122800.0,20220915122817.0,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115403,성현마을우미이노스빌2차입주자대표회의,PW013279,4,2,경기도 용인시 수지구 죽전로 143,,24시간 이용가능,37.324899466,127.12396897,PW,파워큐브,파워큐브코리아,1833-8017,1,20220920100632.0,20220915122835.0,20220915122850.0,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115404,성현마을우미이노스빌2차입주자대표회의,PW013279,5,2,경기도 용인시 수지구 죽전로 143,,24시간 이용가능,37.324899466,127.12396897,PW,파워큐브,파워큐브코리아,1833-8017,1,20220920100632.0,20220915122909.0,20220915122924.0,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115405,성현마을우미이노스빌2차입주자대표회의,PW013279,6,2,경기도 용인시 수지구 죽전로 143,,24시간 이용가능,37.324899466,127.12396897,PW,파워큐브,파워큐브코리아,1833-8017,1,20220920100632.0,20220915121205.0,20220915121223.0,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115406,성현마을우미이노스빌2차입주자대표회의,PW013279,7,2,경기도 용인시 수지구 죽전로 143,,24시간 이용가능,37.324899466,127.12396897,PW,파워큐브,파워큐브코리아,1833-8017,1,20220920100632.0,20220915121247.0,20220915121303.0,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115407,성현마을우미이노스빌2차입주자대표회의,PW013279,8,2,경기도 용인시 수지구 죽전로 143,,24시간 이용가능,37.324899466,127.12396897,PW,파워큐브,파워큐브코리아,1833-8017,1,20220920100632.0,20220915121330.0,20220915121347.0,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115408,성현마을우미이노스빌2차입주자대표회의,PW013279,9,2,경기도 용인시 수지구 죽전로 143,,24시간 이용가능,37.324899466,127.12396897,PW,파워큐브,파워큐브코리아,1833-8017,1,20220920100632.0,20220915115922.0,20220915115940.0,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115409,성현마을우미이노스빌2차입주자대표회의,PW013279,10,2,경기도 용인시 수지구 죽전로 143,,24시간 이용가능,37.324899466,127.12396897,PW,파워큐브,파워큐브코리아,1833-8017,1,20220920100633.0,20220915120009.0,20220915120025.0,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115410,성현마을우미이노스빌2차입주자대표회의,PW013279,11,2,경기도 용인시 수지구 죽전로 143,,24시간 이용가능,37.324899466,127.12396897,PW,파워큐브,파워큐브코리아,1833-8017,1,20220920100633.0,20220915120042.0,20220915120058.0,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115426,백현마을서해그랑블아파트 입주자대표회의,PW013282,1,2,경기도 용인시 기흥구 동백8로 89,,24시간 이용가능,37.285379679,127.16123051,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921095852.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115427,백현마을서해그랑블아파트 입주자대표회의,PW013282,2,2,경기도 용인시 기흥구 동백8로 89,,24시간 이용가능,37.285379679,127.16123051,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921095852.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115428,백현마을서해그랑블아파트 입주자대표회의,PW013282,3,2,경기도 용인시 기흥구 동백8로 89,,24시간 이용가능,37.285379679,127.16123051,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921095852.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115429,백현마을서해그랑블아파트 입주자대표회의,PW013282,4,2,경기도 용인시 기흥구 동백8로 89,,24시간 이용가능,37.285379679,127.16123051,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921095852.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115430,백현마을서해그랑블아파트 입주자대표회의,PW013282,5,2,경기도 용인시 기흥구 동백8로 89,,24시간 이용가능,37.285379679,127.16123051,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921095852.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115431,백현마을서해그랑블아파트 입주자대표회의,PW013282,6,2,경기도 용인시 기흥구 동백8로 89,,24시간 이용가능,37.285379679,127.16123051,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921095852.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115432,백현마을서해그랑블아파트 입주자대표회의,PW013282,7,2,경기도 용인시 기흥구 동백8로 89,,24시간 이용가능,37.285379679,127.16123051,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921095852.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115433,백현마을서해그랑블아파트 입주자대표회의,PW013282,8,2,경기도 용인시 기흥구 동백8로 89,,24시간 이용가능,37.285379679,127.16123051,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921095852.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115434,백현마을서해그랑블아파트 입주자대표회의,PW013282,9,2,경기도 용인시 기흥구 동백8로 89,,24시간 이용가능,37.285379679,127.16123051,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921095852.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115435,백현마을서해그랑블아파트 입주자대표회의,PW013282,10,2,경기도 용인시 기흥구 동백8로 89,,24시간 이용가능,37.285379679,127.16123051,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921095852.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
115436,백현마을서해그랑블아파트 입주자대표회의,PW013282,11,2,경기도 용인시 기흥구 동백8로 89,,24시간 이용가능,37.285379679,127.16123051,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921095852.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
116012,기흥역파크푸르지오오피스텔관리단,PW013325,1,2,경기도 용인시 기흥구 기흥역로58번길 56,,24시간 이용가능,37.27181016,127.12045097,PW,파워큐브,파워큐브코리아,1833-8017,9,20220920100924.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
116013,기흥역파크푸르지오오피스텔관리단,PW013325,2,2,경기도 용인시 기흥구 기흥역로58번길 56,,24시간 이용가능,37.27181016,127.12045097,PW,파워큐브,파워큐브코리아,1833-8017,9,20220920100925.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
116014,기흥역파크푸르지오오피스텔관리단,PW013325,3,2,경기도 용인시 기흥구 기흥역로58번길 56,,24시간 이용가능,37.27181016,127.12045097,PW,파워큐브,파워큐브코리아,1833-8017,9,20220920100925.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
116646,초당마을삼부르네상스아파트 입주자대표회의,PW013364,1,2,경기도 용인시 기흥구 동백1로 9,,24시간 이용가능,37.264747619,127.15759236,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921141908.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
116647,초당마을삼부르네상스아파트 입주자대표회의,PW013364,2,2,경기도 용인시 기흥구 동백1로 9,,24시간 이용가능,37.264747619,127.15759236,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921141908.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
116648,초당마을삼부르네상스아파트 입주자대표회의,PW013364,3,2,경기도 용인시 기흥구 동백1로 9,,24시간 이용가능,37.264747619,127.15759236,PW,파워큐브,파워큐브코리아,1833-8017,9,20220921141908.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자외 출입제한,N,
116981,신동백롯데캐슬에코1단지,PW100363,11,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,2,20220921074509.0,20220920190542.0,20220921000607.0,20220920190542.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
116982,신동백롯데캐슬에코1단지,PW100363,12,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,2,20220920100326.0,20220919000620.0,20220919040641.0,20220919000620.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
116983,신동백롯데캐슬에코1단지,PW100363,13,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,3,20220921203011.0,20220916211721.0,20220917050254.0,20220921202241.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
116984,신동백롯데캐슬에코1단지,PW100363,14,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,9,20220920100326.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
116985,신동백롯데캐슬에코1단지,PW100363,15,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,9,20220920100326.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
116986,신동백롯데캐슬에코1단지,PW100363,16,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,9,20220920100326.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
116987,신동백롯데캐슬에코1단지,PW100363,17,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,1,20220920100326.0,20220826145150.0,20220826145456.0,20220826143043.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
116988,신동백롯데캐슬에코1단지,PW100363,18,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,9,20220920100326.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
116989,신동백롯데캐슬에코1단지,PW100363,19,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,3,20220921174512.0,20220920191746.0,20220921024817.0,20220921173957.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
116990,신동백롯데캐슬에코1단지,PW100363,20,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,2,20220921050012.0,20220920173809.0,20220921000837.0,20220920173809.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
116991,신동백롯데캐슬에코1단지,PW100363,21,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,2,20220921044509.0,20220918094000.0,20220918115903.0,20220918094000.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
116992,신동백롯데캐슬에코1단지,PW100363,22,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,9,20220920100325.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
116993,신동백롯데캐슬에코1단지,PW100363,23,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,3,20220921171526.0,20220921070658.0,20220921140429.0,20220921170302.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
116994,신동백롯데캐슬에코1단지,PW100363,24,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,9,20220920100325.0,,,,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
116995,신동백롯데캐슬에코1단지,PW100363,25,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,2,20220921084510.0,20220916150250.0,20220916170305.0,20220916150250.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
116996,신동백롯데캐슬에코1단지,PW100363,26,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,3,20220921200011.0,20220917231314.0,20220918041339.0,20220921195759.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
116997,신동백롯데캐슬에코1단지,PW100363,27,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,2,20220920100325.0,20220909145532.0,20220909164045.0,20220909145532.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
116998,신동백롯데캐슬에코1단지,PW100363,28,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,3,20220921183014.0,20220902213739.0,20220902233754.0,20220921182940.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
116999,신동백롯데캐슬에코1단지,PW100363,29,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,2,20220921163122.0,20220918132154.0,20220918153709.0,20220918132154.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
117000,신동백롯데캐슬에코1단지,PW100363,30,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,2,20220921080015.0,20220920173318.0,20220921054905.0,20220920173318.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
117001,신동백롯데캐슬에코1단지,PW100363,31,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,2,20220921074510.0,20220921002822.0,20220921004331.0,20220921002822.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
117002,신동백롯데캐슬에코1단지,PW100363,32,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,2,20220921124510.0,20220920205611.0,20220920225625.0,20220920205611.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
117003,신동백롯데캐슬에코1단지,PW100363,33,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,2,20220921141625.0,20220921005603.0,20220921082636.0,20220921005603.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
117004,신동백롯데캐슬에코1단지,PW100363,34,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,2,20220921154531.0,20220918211907.0,20220919031935.0,20220918211907.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
117005,신동백롯데캐슬에코1단지,PW100363,35,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,2,20220920100326.0,20220911215328.0,20220912040857.0,20220911215328.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
117006,신동백롯데캐슬에코1단지,PW100363,36,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,2,20220920100326.0,20220729230325.0,20220730034849.0,20220729230325.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
117007,신동백롯데캐슬에코1단지,PW100363,37,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,2,20220920100326.0,20220907215502.0,20220908021024.0,20220907215502.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
117008,신동백롯데캐슬에코1단지,PW100363,38,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,1,20220921203011.0,20220920190736.0,20220921012303.0,20220920190736.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
117009,신동백롯데캐슬에코1단지,PW100363,39,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,2,20220921081513.0,20220920230050.0,20220921041615.0,20220920230050.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
117010,신동백롯데캐슬에코1단지,PW100363,40,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,2,20220921153043.0,20220920135636.0,20220920162653.0,20220920135636.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
117011,신동백롯데캐슬에코1단지,PW100363,41,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,2,20220920214513.0,20220915175224.0,20220916012255.0,20220915175224.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
117012,신동백롯데캐슬에코1단지,PW100363,42,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,2,20220921151717.0,20220920233337.0,20220921123425.0,20220920233337.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
117013,신동백롯데캐슬에코1단지,PW100363,43,2,경기도 용인시 기흥구 동백죽전대로527번길 80,,24시간 이용가능,37.284422938,127.14316492,PW,파워큐브,파워큐브,1833-8017,2,20220921080016.0,20220920222955.0,20220921020014.0,20220920222955.0,,7.0,단독,41,41460.0,H0,H001,Y,,Y,거주자 외 출입제한,N,
