,충전소명,충전소ID,충전기ID,충전기타입,주소,상세위치,이용가능시간,lat,long,기관 아이디,기관명,운영기관명,운영기관연락처,충전기상태,상태갱신일시,마지막 충전시작일시,마지막 충전종료일시,충전중 시작일시,,충전용량,충전방식,지역코드,지역구분 상세 코드,충전소 구분 코드,충전소 구분 상세코드,주차료무료,충전소 안내,이용자 제한,이용제한 사유,삭제 여부,삭제 사유
17237,용인 만현마을2단지아이파크아파트,EV000078,3,2,경기도 용인시 수지구 만현로67번길 9,,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.31028325006,127.088078012,EV,에버온,에버온,1661-7766,2,20220920083608.0,20220919191324.0,20220920002000.0,20220919191324.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
17238,용인 만현마을2단지아이파크아파트,EV000078,4,2,경기도 용인시 수지구 만현로67번길 9,,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.31028325006,127.088078012,EV,에버온,에버온,1661-7766,3,20220921194516.0,20220920200203.0,20220921033140.0,20220921194457.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
17239,용인 만현마을2단지아이파크아파트,EV000078,5,2,경기도 용인시 수지구 만현로67번길 9,,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.31028325006,127.088078012,EV,에버온,에버온,1661-7766,3,20220921202814.0,20220916233139.0,20220917051317.0,20220921202731.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
17240,용인 만현마을2단지아이파크아파트,EV000078,6,2,경기도 용인시 수지구 만현로67번길 9,,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.31028325006,127.088078012,EV,에버온,에버온,1661-7766,3,20220921192814.0,20220920230243.0,20220921044445.0,20220921192800.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
17241,용인 만현마을2단지아이파크아파트,EV000078,7,2,경기도 용인시 수지구 만현로67번길 9,,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.31028325006,127.088078012,EV,에버온,에버온,1661-7766,3,20220921182909.0,20220920182410.0,20220920200800.0,20220921182908.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
17356,용인 서홍마을한화꿈에그린아파트,EV000105,1,2,경기도 용인시 수지구 신봉1로48번길 32,,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.32335332289,127.0809627652,EV,에버온,에버온,1661-7766,2,20220921082614.0,20220920215400.0,20220921015952.0,20220920215400.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
17357,용인 서홍마을한화꿈에그린아파트,EV000105,2,2,경기도 용인시 수지구 신봉1로48번길 32,,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.32335332289,127.0809627652,EV,에버온,에버온,1661-7766,4,20220917133810.0,20220615193013.0,20220616035816.0,20220615193013.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
17358,경기용인 상현마을성원상떼빌3차아파트,EV000106,1,2,경기도 용인시 수지구 상현로 30-10,제3주차장 지하 3층 9번 ~ 16번 제4주차장 지하 1층 14번 기둥 맞은편,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3004868,127.0783891,EV,에버온,에버온,1661-7766,2,20220921075514.0,20220920162424.0,20220920191528.0,20220920162424.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
17359,경기용인 상현마을성원상떼빌3차아파트,EV000106,2,2,경기도 용인시 수지구 상현로 30-10,제3주차장 지하 3층 9번 ~ 16번 제4주차장 지하 1층 14번 기둥 맞은편,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3004868,127.0783891,EV,에버온,에버온,1661-7766,3,20220921184317.0,20220920000620.0,20220920005752.0,20220921184243.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
17360,경기용인 상현마을성원상떼빌3차아파트,EV000106,3,2,경기도 용인시 수지구 상현로 30-10,제3주차장 지하 3층 9번 ~ 16번 제4주차장 지하 1층 14번 기둥 맞은편,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3004868,127.0783891,EV,에버온,에버온,1661-7766,4,20220917214343.0,20220712193833.0,20220712215044.0,20220712193833.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
17361,경기용인 상현마을성원상떼빌3차아파트,EV000106,4,2,경기도 용인시 수지구 상현로 30-10,제3주차장 지하 3층 9번 ~ 16번 제4주차장 지하 1층 14번 기둥 맞은편,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3004868,127.0783891,EV,에버온,에버온,1661-7766,3,20220921171419.0,20220920194151.0,20220920205014.0,20220921171306.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
17362,경기용인 상현마을성원상떼빌3차아파트,EV000106,5,2,경기도 용인시 수지구 상현로 30-10,제3주차장 지하 3층 9번 ~ 16번 제4주차장 지하 1층 14번 기둥 맞은편,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3004868,127.0783891,EV,에버온,에버온,1661-7766,3,20220921172919.0,20220920065225.0,20220920093521.0,20220921172831.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
17363,경기용인 상현마을성원상떼빌3차아파트,EV000106,6,2,경기도 용인시 수지구 상현로 30-10,제3주차장 지하 3층 9번 ~ 16번 제4주차장 지하 1층 14번 기둥 맞은편,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3004868,127.0783891,EV,에버온,에버온,1661-7766,4,20220918130345.0,20220702010546.0,20220702011831.0,20220702010546.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
17364,경기용인 상현마을성원상떼빌3차아파트,EV000106,7,2,경기도 용인시 수지구 상현로 30-10,제3주차장 지하 3층 9번 ~ 16번 제4주차장 지하 1층 14번 기둥 맞은편,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3004868,127.0783891,EV,에버온,에버온,1661-7766,3,20220921203221.0,20220920224557.0,20220921042028.0,20220921203125.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
17365,경기용인 상현마을성원상떼빌3차아파트,EV000106,8,2,경기도 용인시 수지구 상현로 30-10,제3주차장 지하 3층 9번 ~ 16번 제4주차장 지하 1층 14번 기둥 맞은편,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3004868,127.0783891,EV,에버온,에버온,1661-7766,3,20220921193620.0,20220920200016.0,20220921095424.0,20220921193552.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
17366,경기용인 상현마을성원상떼빌3차아파트,EV000106,9,2,경기도 용인시 수지구 상현로 30-10,제3주차장 지하 3층 9번 ~ 16번 제4주차장 지하 1층 14번 기둥 맞은편,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3004868,127.0783891,EV,에버온,에버온,1661-7766,4,20220917133412.0,20220719222211.0,20220720040152.0,20220719222211.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
17367,경기용인 상현마을성원상떼빌3차아파트,EV000106,10,2,경기도 용인시 수지구 상현로 30-10,제3주차장 지하 3층 9번 ~ 16번 제4주차장 지하 1층 14번 기둥 맞은편,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3004868,127.0783891,EV,에버온,에버온,1661-7766,4,20220915091852.0,20220611004133.0,20220611072552.0,20220611004133.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
17368,경기용인 상현마을성원상떼빌3차아파트,EV000106,11,2,경기도 용인시 수지구 상현로 30-10,제3주차장 지하 3층 9번 ~ 16번 제4주차장 지하 1층 14번 기둥 맞은편,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3004868,127.0783891,EV,에버온,에버온,1661-7766,3,20220921201918.0,20220921164315.0,20220921194338.0,20220921201841.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
17369,경기용인 상현마을성원상떼빌3차아파트,EV000106,12,2,경기도 용인시 수지구 상현로 30-10,제3주차장 지하 3층 9번 ~ 16번 제4주차장 지하 1층 14번 기둥 맞은편,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3004868,127.0783891,EV,에버온,에버온,1661-7766,2,20220921080916.0,20220920230240.0,20220921065022.0,20220920230240.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
17370,경기용인 상현마을성원상떼빌3차아파트,EV000106,13,2,경기도 용인시 수지구 상현로 30-10,제3주차장 지하 3층 9번 ~ 16번 제4주차장 지하 1층 14번 기둥 맞은편,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3004868,127.0783891,EV,에버온,에버온,1661-7766,2,20220921065814.0,20220920182152.0,20220920215938.0,20220920182152.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
17371,경기용인 상현마을성원상떼빌3차아파트,EV000106,14,2,경기도 용인시 수지구 상현로 30-10,제3주차장 지하 3층 9번 ~ 16번 제4주차장 지하 1층 14번 기둥 맞은편,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3004868,127.0783891,EV,에버온,에버온,1661-7766,3,20220921192418.0,20220920204515.0,20220921084440.0,20220921192328.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
17372,경기용인 상현마을성원상떼빌3차아파트,EV000106,15,2,경기도 용인시 수지구 상현로 30-10,제3주차장 지하 3층 9번 ~ 16번 제4주차장 지하 1층 14번 기둥 맞은편,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3004868,127.0783891,EV,에버온,에버온,1661-7766,2,20220917133812.0,20220911150151.0,20220911234429.0,20220911150151.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
17373,경기용인 상현마을성원상떼빌3차아파트,EV000106,16,2,경기도 용인시 수지구 상현로 30-10,제3주차장 지하 3층 9번 ~ 16번 제4주차장 지하 1층 14번 기둥 맞은편,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3004868,127.0783891,EV,에버온,에버온,1661-7766,4,20220917214343.0,20220917195751.0,20220917202500.0,20220917195751.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
17385,용인 보뜨랑마을벽산블루밍아파트,EV000110,1,2,경기도 용인시 수지구 신수로783번길 50,,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3425678451,127.0987238924,EV,에버온,에버온,1661-7766,2,20220921063710.0,20220921003636.0,20220921033745.0,20220921003636.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
17386,용인 동천역루체스타,EV000111,1,2,경기도 용인시 수지구 신수로783번길 12-1,,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.34046586581,127.1017680889,EV,에버온,에버온,1661-7766,3,20220921190614.0,20220920184449.0,20220920214337.0,20220921190507.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
17400,용인 신봉마을엘지빌리지5차아파트1,EV000117,1,2,경기도 용인시 수지구 신봉1로 112-2,C주차장 지하2 3대,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.325921,127.0730946,EV,에버온,에버온,1661-7766,1,20220921101539.0,20220912182224.0,20220913061021.0,20220912182224.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,외부인 사용불가,N,
17401,용인 신봉마을엘지빌리지5차아파트1,EV000117,2,2,경기도 용인시 수지구 신봉1로 112-2,C주차장 지하2 3대,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.325921,127.0730946,EV,에버온,에버온,1661-7766,1,20220921101539.0,20220908021601.0,20220908082759.0,20220908021601.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,외부인 사용불가,N,
17402,용인 신봉마을엘지빌리지5차아파트1,EV000117,3,2,경기도 용인시 수지구 신봉1로 112-2,C주차장 지하2 3대,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.325921,127.0730946,EV,에버온,에버온,1661-7766,1,20220921101539.0,20220912003517.0,20220912102459.0,20220912003517.0,,7.0,단독,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,외부인 사용불가,N,
17414,용인 벽산블루밍(1-1주차장),EV000120,1,2,"경기도 용인시 수지구 수지로 68 (상현동, 벽산블루밍아파트)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.30946155628,127.0777160444,EV,에버온,에버온,1661-7766,2,20220921085012.0,20220921003934.0,20220921034957.0,20220921003934.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
17415,용인 벽산블루밍(1-1주차장),EV000120,2,2,"경기도 용인시 수지구 수지로 68 (상현동, 벽산블루밍아파트)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.30946155628,127.0777160444,EV,에버온,에버온,1661-7766,2,20220921090130.0,20220920180258.0,20220920212040.0,20220920180258.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
17416,용인 벽산블루밍(1-1주차장),EV000120,3,2,"경기도 용인시 수지구 수지로 68 (상현동, 벽산블루밍아파트)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.30946155628,127.0777160444,EV,에버온,에버온,1661-7766,2,20220919090015.0,20220918153311.0,20220919000726.0,20220918153311.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
17462,구갈동주민센터,EV000158,1,2,경기도 용인시 기흥구 강남로 23,,평일 09시~18시 이용가능,37.2723965,127.1275633,EV,에버온,에버온,1661-7766,2,20220921175609.0,20220921134951.0,20220921173542.0,20220921134951.0,,,,41,41460.0,A0,A002,Y,,N,,N,
17463,구성동주민센터,EV000159,1,2,경기도 용인시 기흥구 구성로77번길 17,,평일 09시~18시 이용가능,37.2966832,127.1187801,EV,에버온,에버온,1661-7766,1,20220921101424.0,20220604124732.0,20220604133639.0,20220704193013.0,,,,41,41460.0,A0,A002,Y,,N,,N,
17464,상갈동주민센터,EV000160,1,2,경기도 용인시 기흥구 상갈로 2,,평일 09시~18시 이용가능,37.2665486,127.107779,EV,에버온,에버온,1661-7766,2,20220921183517.0,20220921163738.0,20220921182642.0,20220921163738.0,,,,41,41460.0,A0,A002,Y,,N,,N,
17465,유림동주민센터,EV000162,1,2,경기도 용인시 처인구 백옥대로 1315,,평일 09시~18시 이용가능,37.2525794,127.2115549,EV,에버온,에버온,1661-7766,2,20220920044112.0,20220919220308.0,20220920042117.0,20220919220308.0,,,,41,41460.0,A0,A002,Y,,N,,N,
17466,죽전1동주민센터,EV000163,1,2,경기도 용인시 수지구 대지로15번길 50,,평일 09시~18시 이용가능,37.3310967,127.1138649,EV,에버온,에버온,1661-7766,2,20220921125708.0,20220921112037.0,20220921123631.0,20220921112037.0,,,,41,41460.0,A0,A002,Y,,N,,N,
17467,용인 중앙동주민센터,EV000164,1,2,경기도 용인시 처인구 금령로78번길 8,,평일 09시~18시 이용가능,37.2341911,127.2053325,EV,에버온,에버온,1661-7766,2,20220917174336.0,20220827152821.0,20220827172008.0,20220827152821.0,,,,41,41460.0,A0,A002,Y,,N,,N,
17468,풍덕천1동주민센터,EV000165,1,2,경기도 용인시 수지구 수지로342번길 3,,평일 09시~18시 이용가능,37.3278516,127.0951075,EV,에버온,에버온,1661-7766,2,20220921100233.0,20220921081421.0,20220921093859.0,20220921081421.0,,,,41,41460.0,A0,A002,Y,,N,,N,
17553,역삼동행정복지센터,EV000251,1,2,경기도 용인시 처인구 명지로 16,,평일 09시~18시 이용가능,37.2344215,127.1881229,EV,에버온,에버온,1661-7766,3,20220921174112.0,20220921151854.0,20220921155135.0,20220921174037.0,,,,41,41460.0,A0,A002,Y,,N,,N,
17558,상현2동행정복지센터,EV000256,1,2,경기도 용인시 수지구 만현로 48,,평일 09시~18시 이용가능,37.3117977,127.0871096,EV,에버온,에버온,1661-7766,2,20220921180911.0,20220921155906.0,20220921174831.0,20220921155906.0,,,,41,41460.0,A0,A002,Y,,N,,N,
17561,상현1동행정복지센터,EV000259,1,2,경기도 용인시 수지구 상현로 71,,평일 09시~18시 이용가능,37.3047197,127.0813488,EV,에버온,에버온,1661-7766,2,20220921180318.0,20220921104845.0,20220921174233.0,20220921104845.0,,,,41,41460.0,A0,A002,Y,,N,,N,
17568,상하동행정복지센터,EV000266,1,2,경기도 용인시 기흥구 어정로 62-23,,평일 09시~18시 이용가능,37.2704886,127.1383476,EV,에버온,에버온,1661-7766,2,20220920173816.0,20220920141448.0,20220920171848.0,20220920141448.0,,,,41,41460.0,A0,A002,Y,,N,,N,
17571,기흥동행정복지센터,EV000269,1,2,경기도 용인시 기흥구 고매로43번길 12-14,,평일 09시~18시 이용가능,37.2315267,127.1155316,EV,에버온,에버온,1661-7766,2,20220921175613.0,20220921150659.0,20220921173543.0,20220921150659.0,,,,41,41460.0,A0,A002,Y,,N,,N,
17597,동백동주민센터,EV000295,1,2,경기도 용인시 기흥구 동백중앙로 214,,평일 09시~18시 이용가능,37.2725338,127.1516872,EV,에버온,에버온,1661-7766,2,20220919173323.0,20220919152145.0,20220919171315.0,20220919152145.0,,,,41,41460.0,A0,A002,Y,,N,,N,
17899,용인 삼가풍림아파트,EV000538,1,2,"경기도 용인시 처인구 삼가로 28 (삼가동, 풍림아파트)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.24592240246,127.1671246031,EV,에버온,에버온,1661-7766,2,20220908105727.0,20220908022959.0,20220908085623.0,20220908022959.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
17900,용인 삼가풍림아파트,EV000538,2,2,"경기도 용인시 처인구 삼가로 28 (삼가동, 풍림아파트)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.24592240246,127.1671246031,EV,에버온,에버온,1661-7766,2,20220920083311.0,20220919185438.0,20220920073342.0,20220919185438.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
17955,래미안이스트팰리스1단지1,EV000574,1,2,"경기도 용인시 수지구 동천로153번길 7 (동천동, 한빛마을 래미안 이스트팰리스 1단지)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3363056114,127.0873591054,EV,에버온,에버온,1661-7766,2,20220919004211.0,20220918153415.0,20220918172429.0,20220918153415.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
17956,래미안이스트팰리스1단지1,EV000574,2,2,"경기도 용인시 수지구 동천로153번길 7 (동천동, 한빛마을 래미안 이스트팰리스 1단지)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3363056114,127.0873591054,EV,에버온,에버온,1661-7766,2,20220920063810.0,20220919202628.0,20220919235939.0,20220919202628.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
17957,래미안이스트팰리스1단지1,EV000574,3,2,"경기도 용인시 수지구 동천로153번길 7 (동천동, 한빛마을 래미안 이스트팰리스 1단지)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3363056114,127.0873591054,EV,에버온,에버온,1661-7766,2,20220920213711.0,20220920165224.0,20220920213622.0,20220920165224.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
17958,래미안이스트팰리스1단지2,EV000575,1,2,"경기도 용인시 수지구 동천로153번길 7 (동천동, 한빛마을 래미안 이스트팰리스 1단지)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3363056114,127.0873591054,EV,에버온,에버온,1661-7766,2,20220921100839.0,20220920181053.0,20220921024742.0,20220920181053.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
17959,래미안이스트팰리스1단지2,EV000575,2,2,"경기도 용인시 수지구 동천로153번길 7 (동천동, 한빛마을 래미안 이스트팰리스 1단지)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3363056114,127.0873591054,EV,에버온,에버온,1661-7766,2,20220919115308.0,20220917233128.0,20220918025148.0,20220917233128.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
17960,래미안이스트팰리스1단지2,EV000575,3,2,"경기도 용인시 수지구 동천로153번길 7 (동천동, 한빛마을 래미안 이스트팰리스 1단지)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3363056114,127.0873591054,EV,에버온,에버온,1661-7766,2,20220921073908.0,20220920165603.0,20220920233809.0,20220920165603.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
17961,래미안이스트팰리스1단지3,EV000576,1,2,"경기도 용인시 수지구 동천로153번길 7 (동천동, 한빛마을 래미안 이스트팰리스 1단지)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3363056114,127.0873591054,EV,에버온,에버온,1661-7766,3,20220921162109.0,20220921093353.0,20220921125300.0,20220921161950.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
17962,래미안이스트팰리스1단지3,EV000576,2,2,"경기도 용인시 수지구 동천로153번길 7 (동천동, 한빛마을 래미안 이스트팰리스 1단지)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3363056114,127.0873591054,EV,에버온,에버온,1661-7766,2,20220921174017.0,20220921121424.0,20220921140444.0,20220921121424.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
17963,래미안이스트팰리스1단지3,EV000576,3,2,"경기도 용인시 수지구 동천로153번길 7 (동천동, 한빛마을 래미안 이스트팰리스 1단지)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3363056114,127.0873591054,EV,에버온,에버온,1661-7766,3,20220921171315.0,20220920205157.0,20220921010737.0,20220921171242.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
17972,영덕동주민센터,EV000581,1,2,경기도 용인시 기흥구 흥덕2로118번길 2,,평일 09시~18시 이용가능,37.2778913,127.0744982,EV,에버온,에버온,1661-7766,3,20220921181311.0,20220921161444.0,20220921162758.0,20220921181254.0,,,,41,41460.0,A0,A002,Y,,N,,N,
17976,수진마을2단지아파트_1,EV000587,1,2,"경기도 용인시 수지구 손곡로 54 (동천동, 수진마을2단지)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3374441577,127.0970651293,EV,에버온,에버온,1661-7766,2,20220921084420.0,20220920221522.0,20220921082004.0,20220920221522.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
17977,수진마을2단지아파트_1,EV000587,2,2,"경기도 용인시 수지구 손곡로 54 (동천동, 수진마을2단지)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.3374441577,127.0970651293,EV,에버온,에버온,1661-7766,3,20220921193620.0,20220920191504.0,20220920205033.0,20220921193514.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18018,용인김량장동현대아파트,EV000602,1,2,"경기도 용인시 처인구 백옥대로1068번길 12 (김량장동, 현대아파트)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.2292997224,127.2117513117,EV,에버온,에버온,1661-7766,2,20220920060010.0,20220919225528.0,20220920053945.0,20220919225528.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18019,용인김량장동현대아파트,EV000602,2,2,"경기도 용인시 처인구 백옥대로1068번길 12 (김량장동, 현대아파트)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.2292997224,127.2117513117,EV,에버온,에버온,1661-7766,3,20220921192910.0,20220920205658.0,20220921002901.0,20220921192843.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18020,용인김량장동현대아파트,EV000602,3,2,"경기도 용인시 처인구 백옥대로1068번길 12 (김량장동, 현대아파트)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.2292997224,127.2117513117,EV,에버온,에버온,1661-7766,2,20220921170310.0,20220921151433.0,20220921164255.0,20220921151433.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18046,지석마을진흥더루벤스1단지_1,EV000618,1,2,"경기도 용인시 기흥구 중부대로746번길 20 (상하동, 지석마을진흥더루벤스1단지아파트)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.2606186061,127.1367829284,EV,에버온,에버온,1661-7766,2,20220920031914.0,20220918173128.0,20220918183017.0,20220918173128.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18047,지석마을진흥더루벤스1단지_1,EV000618,2,2,"경기도 용인시 기흥구 중부대로746번길 20 (상하동, 지석마을진흥더루벤스1단지아파트)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.2606186061,127.1367829284,EV,에버온,에버온,1661-7766,2,20220921063715.0,20220920220642.0,20220921013656.0,20220920220642.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18048,지석마을진흥더루벤스1단지_2,EV000619,1,2,"경기도 용인시 기흥구 중부대로746번길 20 (상하동, 지석마을진흥더루벤스1단지아파트)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.26099886582,127.1375434244,EV,에버온,에버온,1661-7766,2,20220921094155.0,20220921081342.0,20220921093906.0,20220921081342.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18049,지석마을진흥더루벤스1단지_2,EV000619,2,2,"경기도 용인시 기흥구 중부대로746번길 20 (상하동, 지석마을진흥더루벤스1단지아파트)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.26099886582,127.1375434244,EV,에버온,에버온,1661-7766,2,20220921044344.0,20220920202216.0,20220921043222.0,20220920202216.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자외 출입제한,N,,N,
18073,휴먼시아 흥덕마을(A-1),EV000630,1,2,"경기도 용인시 기흥구 흥덕1로79번길 7 (영덕동, 휴먼시아 흥덕마을1단지)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.2749924019,127.0704520572,EV,에버온,에버온,1661-7766,1,20220921102854.0,20220910224000.0,20220910234708.0,20220910224000.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18074,휴먼시아 흥덕마을(A-1),EV000630,2,2,"경기도 용인시 기흥구 흥덕1로79번길 7 (영덕동, 휴먼시아 흥덕마을1단지)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.2749924019,127.0704520572,EV,에버온,에버온,1661-7766,3,20220921182416.0,20220921123801.0,20220921140631.0,20220921182354.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
18105,광교 휴먼시아 41단지,EV000643,1,2,"경기도 용인시 수지구 광교마을로 90 (상현동, 광교마을휴먼시아41단지)",,"24시간 이용가능,입주민만 사용가능 거주자외출입제한",37.2952049371,127.075591219,EV,에버온,에버온,1661-7766,3,20220921195709.0,20220921120807.0,20220921140730.0,20220921195628.0,,,,41,41460.0,H0,H001,Y,입주민만 사용가능 거주자 외 출입제한,N,,N,
